Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Temperature_C,Current_mA,Timing_ns,Leakage_mA,Test_Time_ms,Pattern_ID,Test_ID,Failure_Code,Margin_GHz
181,LOT_A001,W001,D0001,0.83,1.6,85,83.932,0.9869,3.637,1.916,ATPG_081,SCAN_AT_SPEED,FREQ_MARGIN,-0.2457
182,LOT_A001,W001,D0001,0.83,1.62,85,83.052,1.0084,3.542,1.998,ATPG_082,SCAN_AT_SPEED,FREQ_MARGIN,-0.2715
183,LOT_A001,W001,D0001,0.83,1.64,85,86.754,1.0081,3.682,1.911,ATPG_083,SCAN_AT_SPEED,FREQ_MARGIN,-0.2979
184,LOT_A001,W001,D0001,0.83,1.66,85,88.314,1.0156,3.378,1.927,ATPG_084,SCAN_AT_SPEED,FREQ_MARGIN,-0.3073
185,LOT_A001,W001,D0001,0.83,1.68,85,86.232,1.0232,3.34,1.97,ATPG_085,SCAN_AT_SPEED,FREQ_MARGIN,-0.313
186,LOT_A001,W001,D0001,0.83,1.7,85,87.934,1.0362,3.68,1.923,ATPG_086,SCAN_AT_SPEED,FREQ_MARGIN,-0.3797
187,LOT_A001,W001,D0001,0.83,1.72,85,93.186,1.0119,3.115,1.947,ATPG_087,SCAN_AT_SPEED,FREQ_MARGIN,-0.3823
188,LOT_A001,W001,D0001,0.83,1.74,85,88.822,1.0594,3.482,1.911,ATPG_088,SCAN_AT_SPEED,FREQ_MARGIN,-0.4014
189,LOT_A001,W001,D0001,0.83,1.76,85,93.09,1.0669,3.43,2.011,ATPG_089,SCAN_AT_SPEED,FREQ_MARGIN,-0.4354
190,LOT_A001,W001,D0001,0.83,1.78,85,89.634,1.0513,3.438,1.95,ATPG_090,SCAN_AT_SPEED,FREQ_MARGIN,-0.4516
191,LOT_A001,W001,D0001,0.83,1.8,85,93.874,1.0499,3.662,1.941,ATPG_091,SCAN_AT_SPEED,FREQ_MARGIN,-0.4567
192,LOT_A001,W001,D0001,0.83,1.82,85,94.717,1.0892,3.53,1.966,ATPG_092,SCAN_AT_SPEED,FREQ_MARGIN,-0.4522
193,LOT_A001,W001,D0001,0.83,1.84,85,97.352,1.0931,3.551,1.948,ATPG_093,SCAN_AT_SPEED,FREQ_MARGIN,-0.4808
194,LOT_A001,W001,D0001,0.83,1.86,85,94.602,1.1306,3.439,1.898,ATPG_094,SCAN_AT_SPEED,TIMING,-0.4864
195,LOT_A001,W001,D0001,0.83,1.88,85,95.454,1.1219,3.347,1.941,ATPG_095,SCAN_AT_SPEED,TIMING,-0.53
196,LOT_A001,W001,D0001,0.83,1.9,85,96.726,1.0718,3.207,1.992,ATPG_096,SCAN_AT_SPEED,FREQ_MARGIN,-0.5863
197,LOT_A001,W001,D0001,0.83,1.92,85,99.166,1.1066,3.438,1.965,ATPG_097,SCAN_AT_SPEED,TIMING,-0.5582
198,LOT_A001,W001,D0001,0.83,1.94,85,101.966,1.1484,3.412,1.97,ATPG_098,SCAN_AT_SPEED,TIMING,-0.6132
199,LOT_A001,W001,D0001,0.83,1.96,85,96.445,1.1368,3.343,1.933,ATPG_099,SCAN_AT_SPEED,TIMING,-0.6086
200,LOT_A001,W001,D0001,0.83,1.98,85,104.216,1.1613,3.359,1.999,ATPG_100,SCAN_AT_SPEED,TIMING,-0.6374
201,LOT_A001,W001,D0001,0.84,1,85,60.784,0.7283,3.403,1.828,ATPG_001,SCAN_AT_SPEED,NA,0.4107
202,LOT_A001,W001,D0001,0.84,1.02,85,61.591,0.7472,3.657,1.782,ATPG_002,SCAN_AT_SPEED,NA,0.3726
203,LOT_A001,W001,D0001,0.84,1.04,85,61.196,0.7818,3.397,1.877,ATPG_003,SCAN_AT_SPEED,NA,0.3692
204,LOT_A001,W001,D0001,0.84,1.06,85,60.527,0.7443,3.452,1.828,ATPG_004,SCAN_AT_SPEED,NA,0.3291
205,LOT_A001,W001,D0001,0.84,1.08,85,61.527,0.7612,3.821,1.884,ATPG_005,SCAN_AT_SPEED,NA,0.3149
206,LOT_A001,W001,D0001,0.84,1.1,85,63.488,0.7724,3.592,1.777,ATPG_006,SCAN_AT_SPEED,NA,0.2934
207,LOT_A001,W001,D0001,0.84,1.12,85,61.277,0.786,3.597,1.802,ATPG_007,SCAN_AT_SPEED,NA,0.2609
208,LOT_A001,W001,D0001,0.84,1.14,85,62.934,0.761,3.534,1.867,ATPG_008,SCAN_AT_SPEED,NA,0.2739
209,LOT_A001,W001,D0001,0.84,1.16,85,65.174,0.8154,3.494,1.822,ATPG_009,SCAN_AT_SPEED,NA,0.2558
210,LOT_A001,W001,D0001,0.84,1.18,85,68.034,0.7762,3.721,1.888,ATPG_010,SCAN_AT_SPEED,NA,0.2214
211,LOT_A001,W001,D0001,0.84,1.2,85,68.432,0.8221,3.539,1.814,ATPG_011,SCAN_AT_SPEED,NA,0.1743
212,LOT_A001,W001,D0001,0.84,1.22,85,68.534,0.8429,3.582,1.825,ATPG_012,SCAN_AT_SPEED,NA,0.1534
213,LOT_A001,W001,D0001,0.84,1.24,85,64.313,0.8511,3.239,1.829,ATPG_013,SCAN_AT_SPEED,NA,0.1594
214,LOT_A001,W001,D0001,0.84,1.26,85,67.97,0.8599,3.43,1.861,ATPG_014,SCAN_AT_SPEED,NA,0.1054
215,LOT_A001,W001,D0001,0.84,1.28,85,72.019,0.849,3.308,1.89,ATPG_015,SCAN_AT_SPEED,NA,0.1047
216,LOT_A001,W001,D0001,0.84,1.3,85,69.218,0.8485,3.725,1.888,ATPG_016,SCAN_AT_SPEED,NA,0.0766
217,LOT_A001,W001,D0001,0.84,1.32,85,72.251,0.859,3.812,1.873,ATPG_017,SCAN_AT_SPEED,NA,0.0592
218,LOT_A001,W001,D0001,0.84,1.34,85,75.595,0.8777,3.461,1.853,ATPG_018,SCAN_AT_SPEED,NA,0.0533
219,LOT_A001,W001,D0001,0.84,1.36,85,74.533,0.8951,3.508,1.894,ATPG_019,SCAN_AT_SPEED,NA,0.0242
220,LOT_A001,W001,D0001,0.84,1.38,85,75.602,0.8546,3.637,1.882,ATPG_020,SCAN_AT_SPEED,NA,0.0041
221,LOT_A001,W001,D0001,0.84,1.4,85,71.107,0.9368,3.479,1.916,ATPG_021,SCAN_AT_SPEED,NA,0.0035
222,LOT_A001,W001,D0001,0.84,1.42,85,78.283,0.8888,3.406,1.952,ATPG_022,SCAN_AT_SPEED,FREQ_MARGIN,-0.0532
223,LOT_A001,W001,D0001,0.84,1.44,85,78.431,0.9321,3.574,1.885,ATPG_023,SCAN_AT_SPEED,FREQ_MARGIN,-0.0579
224,LOT_A001,W001,D0001,0.84,1.46,85,83.226,0.924,3.53,1.925,ATPG_024,SCAN_AT_SPEED,FREQ_MARGIN,-0.0679
225,LOT_A001,W001,D0001,0.84,1.48,85,81.897,0.9451,3.329,1.952,ATPG_025,SCAN_AT_SPEED,FREQ_MARGIN,-0.0746
226,LOT_A001,W001,D0001,0.84,1.5,85,81.165,0.9286,3.49,1.903,ATPG_026,SCAN_AT_SPEED,FREQ_MARGIN,-0.1351
227,LOT_A001,W001,D0001,0.84,1.52,85,82.239,0.9798,3.568,1.884,ATPG_027,SCAN_AT_SPEED,FREQ_MARGIN,-0.1287
228,LOT_A001,W001,D0001,0.84,1.54,85,84.481,0.9373,3.59,1.925,ATPG_028,SCAN_AT_SPEED,FREQ_MARGIN,-0.1371
229,LOT_A001,W001,D0001,0.84,1.56,85,85.676,0.9653,3.519,1.894,ATPG_029,SCAN_AT_SPEED,FREQ_MARGIN,-0.1798
230,LOT_A001,W001,D0001,0.84,1.58,85,82.087,0.9507,3.739,1.871,ATPG_030,SCAN_AT_SPEED,FREQ_MARGIN,-0.1942
231,LOT_A001,W001,D0001,0.84,1.6,85,81.044,0.9737,3.302,1.974,ATPG_031,SCAN_AT_SPEED,FREQ_MARGIN,-0.2323
232,LOT_A001,W001,D0001,0.84,1.62,85,84.541,1.0343,3.647,1.899,ATPG_032,SCAN_AT_SPEED,FREQ_MARGIN,-0.2163
233,LOT_A001,W001,D0001,0.84,1.64,85,90.764,0.9774,3.253,1.956,ATPG_033,SCAN_AT_SPEED,FREQ_MARGIN,-0.2995
234,LOT_A001,W001,D0001,0.84,1.66,85,89.992,1.0212,3.589,1.953,ATPG_034,SCAN_AT_SPEED,FREQ_MARGIN,-0.2306
235,LOT_A001,W001,D0001,0.84,1.68,85,88.866,1.0215,3.491,1.892,ATPG_035,SCAN_AT_SPEED,FREQ_MARGIN,-0.2808
236,LOT_A001,W001,D0001,0.84,1.7,85,86.173,1.0264,3.352,1.882,ATPG_036,SCAN_AT_SPEED,FREQ_MARGIN,-0.3195
237,LOT_A001,W001,D0001,0.84,1.72,85,92.586,1.0533,3.264,1.89,ATPG_037,SCAN_AT_SPEED,FREQ_MARGIN,-0.3312
238,LOT_A001,W001,D0001,0.84,1.74,85,89.172,1.0414,3.583,1.894,ATPG_038,SCAN_AT_SPEED,FREQ_MARGIN,-0.3375
239,LOT_A001,W001,D0001,0.84,1.76,85,89.399,1.0432,3.548,1.873,ATPG_039,SCAN_AT_SPEED,FREQ_MARGIN,-0.3726
240,LOT_A001,W001,D0001,0.84,1.78,85,92.625,1.0725,3.534,1.995,ATPG_040,SCAN_AT_SPEED,FREQ_MARGIN,-0.3866
241,LOT_A001,W001,D0001,0.84,1.8,85,92.747,1.0734,3.581,1.946,ATPG_041,SCAN_AT_SPEED,FREQ_MARGIN,-0.4122
242,LOT_A001,W001,D0001,0.84,1.82,85,93.116,1.0679,3.29,2.018,ATPG_042,SCAN_AT_SPEED,FREQ_MARGIN,-0.4337
243,LOT_A001,W001,D0001,0.84,1.84,85,93.993,1.0755,3.634,1.939,ATPG_043,SCAN_AT_SPEED,FREQ_MARGIN,-0.4769
244,LOT_A001,W001,D0001,0.84,1.86,85,94.888,1.102,3.375,2.041,ATPG_044,SCAN_AT_SPEED,TIMING,-0.452
245,LOT_A001,W001,D0001,0.84,1.88,85,97.518,1.117,3.562,1.951,ATPG_045,SCAN_AT_SPEED,TIMING,-0.5159
246,LOT_A001,W001,D0001,0.84,1.9,85,97.899,1.1116,3.645,2.05,ATPG_046,SCAN_AT_SPEED,TIMING,-0.5168
247,LOT_A001,W001,D0001,0.84,1.92,85,96.214,1.1212,3.887,1.933,ATPG_047,SCAN_AT_SPEED,TIMING,-0.5445
248,LOT_A001,W001,D0001,0.84,1.94,85,102.56,1.1214,3.585,2.034,ATPG_048,SCAN_AT_SPEED,TIMING,-0.525
249,LOT_A001,W001,D0001,0.84,1.96,85,100.034,1.1295,3.348,1.947,ATPG_049,SCAN_AT_SPEED,TIMING,-0.5813
250,LOT_A001,W001,D0001,0.84,1.98,85,101.321,1.1347,3.535,1.914,ATPG_050,SCAN_AT_SPEED,TIMING,-0.6165
251,LOT_A001,W001,D0001,0.85,1,85,60.9,0.6901,3.611,1.849,ATPG_051,SCAN_AT_SPEED,NA,0.429
252,LOT_A001,W001,D0001,0.85,1.02,85,63.271,0.7421,3.449,1.801,ATPG_052,SCAN_AT_SPEED,NA,0.3812
253,LOT_A001,W001,D0001,0.85,1.04,85,61.257,0.7529,3.417,1.814,ATPG_053,SCAN_AT_SPEED,NA,0.393
254,LOT_A001,W001,D0001,0.85,1.06,85,61.78,0.7355,3.445,1.86,ATPG_054,SCAN_AT_SPEED,NA,0.3376
255,LOT_A001,W001,D0001,0.85,1.08,85,63.936,0.7407,3.508,1.863,ATPG_055,SCAN_AT_SPEED,NA,0.3626
256,LOT_A001,W001,D0001,0.85,1.1,85,67.875,0.7761,3.584,1.806,ATPG_056,SCAN_AT_SPEED,NA,0.3256
257,LOT_A001,W001,D0001,0.85,1.12,85,64.286,0.7903,3.699,1.79,ATPG_057,SCAN_AT_SPEED,NA,0.3054
258,LOT_A001,W001,D0001,0.85,1.14,85,62.115,0.7953,3.389,1.739,ATPG_058,SCAN_AT_SPEED,NA,0.259
259,LOT_A001,W001,D0001,0.85,1.16,85,70.767,0.7947,3.681,1.832,ATPG_059,SCAN_AT_SPEED,NA,0.27
260,LOT_A001,W001,D0001,0.85,1.18,85,68.794,0.7982,3.595,1.845,ATPG_060,SCAN_AT_SPEED,NA,0.2412
261,LOT_A001,W001,D0001,0.85,1.2,85,69.786,0.8089,3.442,1.857,ATPG_061,SCAN_AT_SPEED,NA,0.211
262,LOT_A001,W001,D0001,0.85,1.22,85,68.911,0.8204,3.718,1.859,ATPG_062,SCAN_AT_SPEED,NA,0.1868
263,LOT_A001,W001,D0001,0.85,1.24,85,71.192,0.8542,3.639,1.844,ATPG_063,SCAN_AT_SPEED,NA,0.1825
264,LOT_A001,W001,D0001,0.85,1.26,85,68.663,0.8323,3.464,1.839,ATPG_064,SCAN_AT_SPEED,NA,0.1394
265,LOT_A001,W001,D0001,0.85,1.28,85,72.393,0.8451,3.628,1.853,ATPG_065,SCAN_AT_SPEED,NA,0.144
266,LOT_A001,W001,D0001,0.85,1.3,85,70.609,0.8524,3.374,1.878,ATPG_066,SCAN_AT_SPEED,NA,0.0874
267,LOT_A001,W001,D0001,0.85,1.32,85,75.354,0.8598,3.779,1.864,ATPG_067,SCAN_AT_SPEED,NA,0.1306
268,LOT_A001,W001,D0001,0.85,1.34,85,72.916,0.8668,3.497,1.868,ATPG_068,SCAN_AT_SPEED,NA,0.0769
269,LOT_A001,W001,D0001,0.85,1.36,85,74.885,0.8887,3.734,1.903,ATPG_069,SCAN_AT_SPEED,NA,0.0659
270,LOT_A001,W001,D0001,0.85,1.38,85,71.143,0.9062,3.35,1.859,ATPG_070,SCAN_AT_SPEED,NA,0.0163
271,LOT_A001,W001,D0001,0.85,1.4,85,73.356,0.9077,3.669,1.849,ATPG_071,SCAN_AT_SPEED,NA,0.0019
272,LOT_A001,W001,D0001,0.85,1.42,85,76.477,0.9137,3.333,1.883,ATPG_072,SCAN_AT_SPEED,FREQ_MARGIN,-0.0436
273,LOT_A001,W001,D0001,0.85,1.44,85,79.363,0.9174,3.409,1.927,ATPG_073,SCAN_AT_SPEED,FREQ_MARGIN,-0.0173
274,LOT_A001,W001,D0001,0.85,1.46,85,79.131,0.907,3.489,1.847,ATPG_074,SCAN_AT_SPEED,FREQ_MARGIN,-0.0399
275,LOT_A001,W001,D0001,0.85,1.48,85,83.121,0.9077,3.313,1.945,ATPG_075,SCAN_AT_SPEED,FREQ_MARGIN,-0.0601
276,LOT_A001,W001,D0001,0.85,1.5,85,79.696,0.9597,3.464,1.963,ATPG_076,SCAN_AT_SPEED,FREQ_MARGIN,-0.0808
277,LOT_A001,W001,D0001,0.85,1.52,85,80.882,0.9884,3.464,1.923,ATPG_077,SCAN_AT_SPEED,FREQ_MARGIN,-0.0848
278,LOT_A001,W001,D0001,0.85,1.54,85,84.963,0.9863,3.56,1.867,ATPG_078,SCAN_AT_SPEED,FREQ_MARGIN,-0.1116
279,LOT_A001,W001,D0001,0.85,1.56,85,82.26,1.003,3.575,1.886,ATPG_079,SCAN_AT_SPEED,FREQ_MARGIN,-0.1287
280,LOT_A001,W001,D0001,0.85,1.58,85,81.915,0.9579,3.735,1.878,ATPG_080,SCAN_AT_SPEED,FREQ_MARGIN,-0.1537
281,LOT_A001,W001,D0001,0.85,1.6,85,86.166,1.0053,3.663,1.948,ATPG_081,SCAN_AT_SPEED,FREQ_MARGIN,-0.1958
282,LOT_A001,W001,D0001,0.85,1.62,85,83.501,1.0196,3.507,1.902,ATPG_082,SCAN_AT_SPEED,FREQ_MARGIN,-0.2106
283,LOT_A001,W001,D0001,0.85,1.64,85,87.921,1.0094,3.88,1.889,ATPG_083,SCAN_AT_SPEED,FREQ_MARGIN,-0.1931
284,LOT_A001,W001,D0001,0.85,1.66,85,87.883,1.0146,3.784,1.939,ATPG_084,SCAN_AT_SPEED,FREQ_MARGIN,-0.2203
285,LOT_A001,W001,D0001,0.85,1.68,85,90.571,1.0118,3.429,1.881,ATPG_085,SCAN_AT_SPEED,FREQ_MARGIN,-0.2473
286,LOT_A001,W001,D0001,0.85,1.7,85,93.201,1.0071,3.522,1.915,ATPG_086,SCAN_AT_SPEED,FREQ_MARGIN,-0.3124
287,LOT_A001,W001,D0001,0.85,1.72,85,91.828,1.0511,3.468,1.923,ATPG_087,SCAN_AT_SPEED,FREQ_MARGIN,-0.2915
288,LOT_A001,W001,D0001,0.85,1.74,85,90.772,1.0731,3.629,1.963,ATPG_088,SCAN_AT_SPEED,FREQ_MARGIN,-0.3119
289,LOT_A001,W001,D0001,0.85,1.76,85,94.192,1.0561,3.36,1.953,ATPG_089,SCAN_AT_SPEED,FREQ_MARGIN,-0.3251
290,LOT_A001,W001,D0001,0.85,1.78,85,91.988,1.072,3.741,1.941,ATPG_090,SCAN_AT_SPEED,FREQ_MARGIN,-0.3687
291,LOT_A001,W001,D0001,0.85,1.8,85,96.864,1.0743,3.945,1.967,ATPG_091,SCAN_AT_SPEED,FREQ_MARGIN,-0.3714
292,LOT_A001,W001,D0001,0.85,1.82,85,96.016,1.0855,3.748,1.975,ATPG_092,SCAN_AT_SPEED,FREQ_MARGIN,-0.4287
293,LOT_A001,W001,D0001,0.85,1.84,85,93.316,1.0834,3.427,1.928,ATPG_093,SCAN_AT_SPEED,FREQ_MARGIN,-0.4195
294,LOT_A001,W001,D0001,0.85,1.86,85,99.386,1.1029,3.376,1.973,ATPG_094,SCAN_AT_SPEED,TIMING,-0.4264
295,LOT_A001,W001,D0001,0.85,1.88,85,96.142,1.102,3.557,1.927,ATPG_095,SCAN_AT_SPEED,TIMING,-0.4355
296,LOT_A001,W001,D0001,0.85,1.9,85,97.882,1.1206,3.422,1.945,ATPG_096,SCAN_AT_SPEED,TIMING,-0.4653
297,LOT_A001,W001,D0001,0.85,1.92,85,98.289,1.1527,3.495,1.975,ATPG_097,SCAN_AT_SPEED,TIMING,-0.484
298,LOT_A001,W001,D0001,0.85,1.94,85,97.267,1.0985,3.326,2.02,ATPG_098,SCAN_AT_SPEED,FREQ_MARGIN,-0.5002
299,LOT_A001,W001,D0001,0.85,1.96,85,105.285,1.1286,3.583,2.034,ATPG_099,SCAN_AT_SPEED,TIMING,-0.5469
300,LOT_A001,W001,D0001,0.85,1.98,85,105.251,1.1692,3.709,2,ATPG_100,SCAN_AT_SPEED,TIMING,-0.5209
301,LOT_A001,W001,D0001,0.86,1,85,58.688,0.7101,3.609,1.793,ATPG_001,SCAN_AT_SPEED,NA,0.4741
302,LOT_A001,W001,D0001,0.86,1.02,85,61.793,0.7506,3.623,1.863,ATPG_002,SCAN_AT_SPEED,NA,0.432
303,LOT_A001,W001,D0001,0.86,1.04,85,61.051,0.7291,3.33,1.804,ATPG_003,SCAN_AT_SPEED,NA,0.3996
304,LOT_A001,W001,D0001,0.86,1.06,85,64.984,0.762,3.456,1.885,ATPG_004,SCAN_AT_SPEED,NA,0.3979
305,LOT_A001,W001,D0001,0.86,1.08,85,64.168,0.7551,3.466,1.8,ATPG_005,SCAN_AT_SPEED,NA,0.4021
306,LOT_A001,W001,D0001,0.86,1.1,85,67.372,0.7956,3.537,1.773,ATPG_006,SCAN_AT_SPEED,NA,0.3797
307,LOT_A001,W001,D0001,0.86,1.12,85,61.657,0.7822,3.588,1.803,ATPG_007,SCAN_AT_SPEED,NA,0.3427
308,LOT_A001,W001,D0001,0.86,1.14,85,66.624,0.7754,3.435,1.71,ATPG_008,SCAN_AT_SPEED,NA,0.2914
309,LOT_A001,W001,D0001,0.86,1.16,85,69.75,0.8235,3.541,1.805,ATPG_009,SCAN_AT_SPEED,NA,0.2996
310,LOT_A001,W001,D0001,0.86,1.18,85,65.623,0.8076,3.725,1.881,ATPG_010,SCAN_AT_SPEED,NA,0.2886
311,LOT_A001,W001,D0001,0.86,1.2,85,67.913,0.795,3.486,1.827,ATPG_011,SCAN_AT_SPEED,NA,0.2583
312,LOT_A001,W001,D0001,0.86,1.22,85,70.784,0.8049,3.834,1.829,ATPG_012,SCAN_AT_SPEED,NA,0.2467
313,LOT_A001,W001,D0001,0.86,1.24,85,68.655,0.7844,3.743,1.873,ATPG_013,SCAN_AT_SPEED,NA,0.2197
314,LOT_A001,W001,D0001,0.86,1.26,85,70.981,0.8459,3.376,1.826,ATPG_014,SCAN_AT_SPEED,NA,0.1951
315,LOT_A001,W001,D0001,0.86,1.28,85,69.462,0.8505,3.407,1.869,ATPG_015,SCAN_AT_SPEED,NA,0.1944
316,LOT_A001,W001,D0001,0.86,1.3,85,69.673,0.8748,3.5,1.822,ATPG_016,SCAN_AT_SPEED,NA,0.1595
317,LOT_A001,W001,D0001,0.86,1.32,85,75.508,0.8441,3.619,1.875,ATPG_017,SCAN_AT_SPEED,NA,0.1437
318,LOT_A001,W001,D0001,0.86,1.34,85,74.618,0.8644,3.486,1.865,ATPG_018,SCAN_AT_SPEED,NA,0.1326
319,LOT_A001,W001,D0001,0.86,1.36,85,69.902,0.8875,3.746,1.77,ATPG_019,SCAN_AT_SPEED,NA,0.0808
320,LOT_A001,W001,D0001,0.86,1.38,85,77.134,0.9252,3.613,1.839,ATPG_020,SCAN_AT_SPEED,NA,0.0619
321,LOT_A001,W001,D0001,0.86,1.4,85,79.355,0.8852,3.49,1.853,ATPG_021,SCAN_AT_SPEED,NA,0.0568
322,LOT_A001,W001,D0001,0.86,1.42,85,77.961,0.9346,3.658,1.866,ATPG_022,SCAN_AT_SPEED,NA,0.023
323,LOT_A001,W001,D0001,0.86,1.44,85,75.786,0.9299,3.598,1.872,ATPG_023,SCAN_AT_SPEED,NA,0.0149
324,LOT_A001,W001,D0001,0.86,1.46,85,79.998,0.9091,3.546,1.929,ATPG_024,SCAN_AT_SPEED,NA,0.0576
325,LOT_A001,W001,D0001,0.86,1.48,85,77.731,0.9477,3.51,1.961,ATPG_025,SCAN_AT_SPEED,FREQ_MARGIN,-0.0178
326,LOT_A001,W001,D0001,0.86,1.5,85,80.375,0.9629,3.62,1.924,ATPG_026,SCAN_AT_SPEED,FREQ_MARGIN,-0.0204
327,LOT_A001,W001,D0001,0.86,1.52,85,80.517,0.9368,3.764,1.88,ATPG_027,SCAN_AT_SPEED,FREQ_MARGIN,-0.0512
328,LOT_A001,W001,D0001,0.86,1.54,85,81.181,0.9646,3.919,1.854,ATPG_028,SCAN_AT_SPEED,FREQ_MARGIN,-0.0871
329,LOT_A001,W001,D0001,0.86,1.56,85,86.302,0.9642,3.678,1.858,ATPG_029,SCAN_AT_SPEED,FREQ_MARGIN,-0.0994
330,LOT_A001,W001,D0001,0.86,1.58,85,84.283,0.9919,3.788,2.008,ATPG_030,SCAN_AT_SPEED,FREQ_MARGIN,-0.1122
331,LOT_A001,W001,D0001,0.86,1.6,85,86.066,0.9863,3.557,1.922,ATPG_031,SCAN_AT_SPEED,FREQ_MARGIN,-0.1294
332,LOT_A001,W001,D0001,0.86,1.62,85,86.643,1.0151,3.459,1.957,ATPG_032,SCAN_AT_SPEED,FREQ_MARGIN,-0.1652
333,LOT_A001,W001,D0001,0.86,1.64,85,86.987,0.9618,3.519,1.967,ATPG_033,SCAN_AT_SPEED,FREQ_MARGIN,-0.1562
334,LOT_A001,W001,D0001,0.86,1.66,85,86.261,0.9995,3.736,1.941,ATPG_034,SCAN_AT_SPEED,FREQ_MARGIN,-0.2003
335,LOT_A001,W001,D0001,0.86,1.68,85,88.26,1.0101,3.472,1.987,ATPG_035,SCAN_AT_SPEED,FREQ_MARGIN,-0.2242
336,LOT_A001,W001,D0001,0.86,1.7,85,91.971,1.0532,3.76,1.909,ATPG_036,SCAN_AT_SPEED,FREQ_MARGIN,-0.2457
337,LOT_A001,W001,D0001,0.86,1.72,85,90.596,1.0181,3.659,1.882,ATPG_037,SCAN_AT_SPEED,FREQ_MARGIN,-0.2526
338,LOT_A001,W001,D0001,0.86,1.74,85,90.664,1.0466,3.652,1.923,ATPG_038,SCAN_AT_SPEED,FREQ_MARGIN,-0.2585
339,LOT_A001,W001,D0001,0.86,1.76,85,91.505,1.0673,3.408,1.942,ATPG_039,SCAN_AT_SPEED,FREQ_MARGIN,-0.2893
340,LOT_A001,W001,D0001,0.86,1.78,85,91.419,1.048,3.687,1.948,ATPG_040,SCAN_AT_SPEED,FREQ_MARGIN,-0.285
341,LOT_A001,W001,D0001,0.86,1.8,85,94.961,1.0802,3.776,1.96,ATPG_041,SCAN_AT_SPEED,FREQ_MARGIN,-0.3336
342,LOT_A001,W001,D0001,0.86,1.82,85,96.151,1.1116,3.59,1.909,ATPG_042,SCAN_AT_SPEED,TIMING,-0.3642
343,LOT_A001,W001,D0001,0.86,1.84,85,95.583,1.0469,3.737,1.93,ATPG_043,SCAN_AT_SPEED,FREQ_MARGIN,-0.36
344,LOT_A001,W001,D0001,0.86,1.86,85,97.258,1.098,3.716,1.937,ATPG_044,SCAN_AT_SPEED,FREQ_MARGIN,-0.4015
345,LOT_A001,W001,D0001,0.86,1.88,85,97.053,1.1165,3.702,1.921,ATPG_045,SCAN_AT_SPEED,TIMING,-0.4106
346,LOT_A001,W001,D0001,0.86,1.9,85,97.415,1.1263,3.665,2.036,ATPG_046,SCAN_AT_SPEED,TIMING,-0.4203
347,LOT_A001,W001,D0001,0.86,1.92,85,98.611,1.1201,3.565,1.998,ATPG_047,SCAN_AT_SPEED,TIMING,-0.4639
348,LOT_A001,W001,D0001,0.86,1.94,85,98.203,1.1098,3.753,2.038,ATPG_048,SCAN_AT_SPEED,TIMING,-0.509
349,LOT_A001,W001,D0001,0.86,1.96,85,100.656,1.1389,3.784,1.936,ATPG_049,SCAN_AT_SPEED,TIMING,-0.5018
350,LOT_A001,W001,D0001,0.86,1.98,85,103.575,1.1552,3.638,2.016,ATPG_050,SCAN_AT_SPEED,TIMING,-0.5156
351,LOT_A001,W001,D0001,0.87,1,85,61.18,0.7118,3.39,1.82,ATPG_051,SCAN_AT_SPEED,NA,0.4482
352,LOT_A001,W001,D0001,0.87,1.02,85,60.573,0.7494,3.907,1.856,ATPG_052,SCAN_AT_SPEED,NA,0.5016
353,LOT_A001,W001,D0001,0.87,1.04,85,63.016,0.7422,3.425,1.797,ATPG_053,SCAN_AT_SPEED,NA,0.4864
354,LOT_A001,W001,D0001,0.87,1.06,85,66.448,0.7462,3.683,1.833,ATPG_054,SCAN_AT_SPEED,NA,0.4217
355,LOT_A001,W001,D0001,0.87,1.08,85,66.451,0.7468,3.694,1.785,ATPG_055,SCAN_AT_SPEED,NA,0.4177
356,LOT_A001,W001,D0001,0.87,1.1,85,63.159,0.7659,3.601,1.79,ATPG_056,SCAN_AT_SPEED,NA,0.3731
357,LOT_A001,W001,D0001,0.87,1.12,85,64.97,0.7481,3.779,1.825,ATPG_057,SCAN_AT_SPEED,NA,0.3516
358,LOT_A001,W001,D0001,0.87,1.14,85,65.423,0.7703,3.713,1.879,ATPG_058,SCAN_AT_SPEED,NA,0.3306
359,LOT_A001,W001,D0001,0.87,1.16,85,67.047,0.7895,3.766,1.837,ATPG_059,SCAN_AT_SPEED,NA,0.3031
360,LOT_A001,W001,D0001,0.87,1.18,85,67.126,0.7867,3.826,1.833,ATPG_060,SCAN_AT_SPEED,NA,0.3033
361,LOT_A001,W001,D0001,0.87,1.2,85,68.451,0.7968,3.438,1.764,ATPG_061,SCAN_AT_SPEED,NA,0.3311
362,LOT_A001,W001,D0001,0.87,1.22,85,69.901,0.8274,3.428,1.875,ATPG_062,SCAN_AT_SPEED,NA,0.2484
363,LOT_A001,W001,D0001,0.87,1.24,85,70.544,0.8558,3.8,1.832,ATPG_063,SCAN_AT_SPEED,NA,0.2482
364,LOT_A001,W001,D0001,0.87,1.26,85,67.267,0.8225,3.633,1.807,ATPG_064,SCAN_AT_SPEED,NA,0.2208
365,LOT_A001,W001,D0001,0.87,1.28,85,72.138,0.84,3.567,1.857,ATPG_065,SCAN_AT_SPEED,NA,0.2145
