Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,Pattern_ID,Timing_ns,Temperature_C
267,LOT_ATPG10,W01,D0002,0.88,1.18,PASS,NA,PAT_SCAN_010,0.836,25
268,LOT_ATPG10,W01,D0002,0.88,1.24,PASS,NA,PAT_SCAN_001,0.818,25
269,LOT_ATPG10,W01,D0002,0.88,1.31,PASS,NA,PAT_SCAN_001,0.757,25
270,LOT_ATPG10,W01,D0002,0.88,1.37,PASS,NA,PAT_SCAN_010,0.747,25
271,LOT_ATPG10,W01,D0002,0.88,1.43,PASS,NA,PAT_SCAN_002,0.718,25
272,LOT_ATPG10,W01,D0002,0.88,1.49,PASS,NA,PAT_SCAN_009,0.657,25
273,LOT_ATPG10,W01,D0002,0.88,1.56,PASS,NA,PAT_SCAN_006,0.663,25
274,LOT_ATPG10,W01,D0002,0.88,1.62,PASS,NA,PAT_SCAN_005,0.618,25
275,LOT_ATPG10,W01,D0002,0.88,1.68,PASS,NA,PAT_SCAN_009,0.59,25
276,LOT_ATPG10,W01,D0002,0.88,1.75,PASS,NA,PAT_SCAN_008,0.588,25
277,LOT_ATPG10,W01,D0002,0.88,1.81,PASS,NA,PAT_SCAN_001,0.571,25
278,LOT_ATPG10,W01,D0002,0.88,1.87,PASS,NA,PAT_SCAN_008,0.542,25
279,LOT_ATPG10,W01,D0002,0.88,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.49,25
280,LOT_ATPG10,W01,D0002,0.88,2.0,FAIL,TIMING,PAT_SCAN_007,0.512,25
281,LOT_ATPG10,W01,D0002,0.93,0.8,PASS,NA,PAT_SCAN_010,1.281,25
282,LOT_ATPG10,W01,D0002,0.93,0.86,PASS,NA,PAT_SCAN_008,1.178,25
283,LOT_ATPG10,W01,D0002,0.93,0.93,PASS,NA,PAT_SCAN_001,1.104,25
284,LOT_ATPG10,W01,D0002,0.93,0.99,PASS,NA,PAT_SCAN_002,1.012,25
285,LOT_ATPG10,W01,D0002,0.93,1.05,PASS,NA,PAT_SCAN_003,0.904,25
286,LOT_ATPG10,W01,D0002,0.93,1.12,PASS,NA,PAT_SCAN_005,0.867,25
287,LOT_ATPG10,W01,D0002,0.93,1.18,PASS,NA,PAT_SCAN_008,0.881,25
288,LOT_ATPG10,W01,D0002,0.93,1.24,PASS,NA,PAT_SCAN_005,0.828,25
289,LOT_ATPG10,W01,D0002,0.93,1.31,PASS,NA,PAT_SCAN_008,0.759,25
290,LOT_ATPG10,W01,D0002,0.93,1.37,PASS,NA,PAT_SCAN_010,0.773,25
291,LOT_ATPG10,W01,D0002,0.93,1.43,PASS,NA,PAT_SCAN_007,0.702,25
292,LOT_ATPG10,W01,D0002,0.93,1.49,PASS,NA,PAT_SCAN_001,0.652,25
293,LOT_ATPG10,W01,D0002,0.93,1.56,PASS,NA,PAT_SCAN_002,0.611,25
294,LOT_ATPG10,W01,D0002,0.93,1.62,PASS,NA,PAT_SCAN_001,0.613,25
295,LOT_ATPG10,W01,D0002,0.93,1.68,PASS,NA,PAT_SCAN_007,0.593,25
296,LOT_ATPG10,W01,D0002,0.93,1.75,PASS,NA,PAT_SCAN_003,0.544,25
297,LOT_ATPG10,W01,D0002,0.93,1.81,PASS,NA,PAT_SCAN_005,0.532,25
298,LOT_ATPG10,W01,D0002,0.93,1.87,PASS,NA,PAT_SCAN_006,0.531,25
299,LOT_ATPG10,W01,D0002,0.93,1.94,PASS,NA,PAT_SCAN_008,0.554,25
300,LOT_ATPG10,W01,D0002,0.93,2.0,PASS,NA,PAT_SCAN_003,0.54,25
301,LOT_ATPG10,W01,D0002,0.97,0.8,PASS,NA,PAT_SCAN_003,1.231,25
302,LOT_ATPG10,W01,D0002,0.97,0.86,PASS,NA,PAT_SCAN_002,1.172,25
303,LOT_ATPG10,W01,D0002,0.97,0.93,PASS,NA,PAT_SCAN_001,1.112,25
304,LOT_ATPG10,W01,D0002,0.97,0.99,PASS,NA,PAT_SCAN_008,1.02,25
305,LOT_ATPG10,W01,D0002,0.97,1.05,PASS,NA,PAT_SCAN_006,0.984,25
306,LOT_ATPG10,W01,D0002,0.97,1.12,PASS,NA,PAT_SCAN_007,0.853,25
307,LOT_ATPG10,W01,D0002,0.97,1.18,PASS,NA,PAT_SCAN_006,0.827,25
308,LOT_ATPG10,W01,D0002,0.97,1.24,PASS,NA,PAT_SCAN_010,0.798,25
309,LOT_ATPG10,W01,D0002,0.97,1.31,PASS,NA,PAT_SCAN_007,0.766,25
310,LOT_ATPG10,W01,D0002,0.97,1.37,PASS,NA,PAT_SCAN_001,0.741,25
311,LOT_ATPG10,W01,D0002,0.97,1.43,PASS,NA,PAT_SCAN_007,0.695,25
312,LOT_ATPG10,W01,D0002,0.97,1.49,PASS,NA,PAT_SCAN_001,0.704,25
313,LOT_ATPG10,W01,D0002,0.97,1.56,PASS,NA,PAT_SCAN_006,0.659,25
314,LOT_ATPG10,W01,D0002,0.97,1.62,PASS,NA,PAT_SCAN_005,0.624,25
315,LOT_ATPG10,W01,D0002,0.97,1.68,PASS,NA,PAT_SCAN_008,0.564,25
316,LOT_ATPG10,W01,D0002,0.97,1.75,PASS,NA,PAT_SCAN_006,0.557,25
317,LOT_ATPG10,W01,D0002,0.97,1.81,PASS,NA,PAT_SCAN_005,0.551,25
318,LOT_ATPG10,W01,D0002,0.97,1.87,PASS,NA,PAT_SCAN_005,0.579,25
319,LOT_ATPG10,W01,D0002,0.97,1.94,PASS,NA,PAT_SCAN_010,0.523,25
320,LOT_ATPG10,W01,D0002,0.97,2.0,PASS,NA,PAT_SCAN_007,0.513,25
321,LOT_ATPG10,W01,D0002,1.02,0.8,PASS,NA,PAT_SCAN_001,1.23,25
322,LOT_ATPG10,W01,D0002,1.02,0.86,PASS,NA,PAT_SCAN_002,1.205,25
323,LOT_ATPG10,W01,D0002,1.02,0.93,PASS,NA,PAT_SCAN_006,1.089,25
324,LOT_ATPG10,W01,D0002,1.02,0.99,PASS,NA,PAT_SCAN_009,1.019,25
325,LOT_ATPG10,W01,D0002,1.02,1.05,PASS,NA,PAT_SCAN_010,0.947,25
326,LOT_ATPG10,W01,D0002,1.02,1.12,PASS,NA,PAT_SCAN_010,0.885,25
327,LOT_ATPG10,W01,D0002,1.02,1.18,PASS,NA,PAT_SCAN_008,0.825,25
328,LOT_ATPG10,W01,D0002,1.02,1.24,PASS,NA,PAT_SCAN_005,0.777,25
329,LOT_ATPG10,W01,D0002,1.02,1.31,PASS,NA,PAT_SCAN_001,0.745,25
330,LOT_ATPG10,W01,D0002,1.02,1.37,PASS,NA,PAT_SCAN_004,0.742,25
331,LOT_ATPG10,W01,D0002,1.02,1.43,PASS,NA,PAT_SCAN_007,0.724,25
332,LOT_ATPG10,W01,D0002,1.02,1.49,PASS,NA,PAT_SCAN_001,0.665,25
333,LOT_ATPG10,W01,D0002,1.02,1.56,PASS,NA,PAT_SCAN_001,0.64,25
334,LOT_ATPG10,W01,D0002,1.02,1.62,PASS,NA,PAT_SCAN_006,0.615,25
335,LOT_ATPG10,W01,D0002,1.02,1.68,PASS,NA,PAT_SCAN_005,0.618,25
336,LOT_ATPG10,W01,D0002,1.02,1.75,PASS,NA,PAT_SCAN_003,0.558,25
337,LOT_ATPG10,W01,D0002,1.02,1.81,PASS,NA,PAT_SCAN_002,0.538,25
338,LOT_ATPG10,W01,D0002,1.02,1.87,PASS,NA,PAT_SCAN_009,0.539,25
339,LOT_ATPG10,W01,D0002,1.02,1.94,PASS,NA,PAT_SCAN_002,0.536,25
340,LOT_ATPG10,W01,D0002,1.02,2.0,PASS,NA,PAT_SCAN_004,0.481,25
341,LOT_ATPG10,W01,D0002,1.06,0.8,PASS,NA,PAT_SCAN_004,1.242,25
342,LOT_ATPG10,W01,D0002,1.06,0.86,PASS,NA,PAT_SCAN_007,1.169,25
343,LOT_ATPG10,W01,D0002,1.06,0.93,PASS,NA,PAT_SCAN_002,1.105,25
344,LOT_ATPG10,W01,D0002,1.06,0.99,PASS,NA,PAT_SCAN_008,1.033,25
345,LOT_ATPG10,W01,D0002,1.06,1.05,PASS,NA,PAT_SCAN_001,0.944,25
346,LOT_ATPG10,W01,D0002,1.06,1.12,PASS,NA,PAT_SCAN_001,0.929,25
347,LOT_ATPG10,W01,D0002,1.06,1.18,PASS,NA,PAT_SCAN_008,0.874,25
348,LOT_ATPG10,W01,D0002,1.06,1.24,PASS,NA,PAT_SCAN_003,0.811,25
349,LOT_ATPG10,W01,D0002,1.06,1.31,PASS,NA,PAT_SCAN_007,0.769,25
350,LOT_ATPG10,W01,D0002,1.06,1.37,PASS,NA,PAT_SCAN_009,0.715,25
351,LOT_ATPG10,W01,D0002,1.06,1.43,PASS,NA,PAT_SCAN_007,0.693,25
352,LOT_ATPG10,W01,D0002,1.06,1.49,PASS,NA,PAT_SCAN_010,0.668,25
353,LOT_ATPG10,W01,D0002,1.06,1.56,PASS,NA,PAT_SCAN_001,0.673,25
354,LOT_ATPG10,W01,D0002,1.06,1.62,PASS,NA,PAT_SCAN_006,0.622,25
355,LOT_ATPG10,W01,D0002,1.06,1.68,PASS,NA,PAT_SCAN_006,0.602,25
356,LOT_ATPG10,W01,D0002,1.06,1.75,PASS,NA,PAT_SCAN_002,0.581,25
357,LOT_ATPG10,W01,D0002,1.06,1.81,PASS,NA,PAT_SCAN_009,0.513,25
358,LOT_ATPG10,W01,D0002,1.06,1.87,PASS,NA,PAT_SCAN_005,0.521,25
359,LOT_ATPG10,W01,D0002,1.06,1.94,PASS,NA,PAT_SCAN_010,0.537,25
360,LOT_ATPG10,W01,D0002,1.06,2.0,PASS,NA,PAT_SCAN_005,0.508,25
361,LOT_ATPG10,W01,D0002,1.11,0.8,PASS,NA,PAT_SCAN_005,1.254,25
362,LOT_ATPG10,W01,D0002,1.11,0.86,PASS,NA,PAT_SCAN_001,1.121,25
363,LOT_ATPG10,W01,D0002,1.11,0.93,PASS,NA,PAT_SCAN_007,1.049,25
364,LOT_ATPG10,W01,D0002,1.11,0.99,PASS,NA,PAT_SCAN_009,1.033,25
365,LOT_ATPG10,W01,D0002,1.11,1.05,PASS,NA,PAT_SCAN_001,0.974,25
366,LOT_ATPG10,W01,D0002,1.11,1.12,PASS,NA,PAT_SCAN_008,0.9,25
367,LOT_ATPG10,W01,D0002,1.11,1.18,PASS,NA,PAT_SCAN_007,0.87,25
368,LOT_ATPG10,W01,D0002,1.11,1.24,PASS,NA,PAT_SCAN_005,0.834,25
369,LOT_ATPG10,W01,D0002,1.11,1.31,PASS,NA,PAT_SCAN_008,0.793,25
370,LOT_ATPG10,W01,D0002,1.11,1.37,PASS,NA,PAT_SCAN_004,0.732,25
371,LOT_ATPG10,W01,D0002,1.11,1.43,PASS,NA,PAT_SCAN_004,0.69,25
372,LOT_ATPG10,W01,D0002,1.11,1.49,PASS,NA,PAT_SCAN_002,0.672,25
373,LOT_ATPG10,W01,D0002,1.11,1.56,PASS,NA,PAT_SCAN_006,0.634,25
374,LOT_ATPG10,W01,D0002,1.11,1.62,PASS,NA,PAT_SCAN_004,0.624,25
375,LOT_ATPG10,W01,D0002,1.11,1.68,PASS,NA,PAT_SCAN_002,0.575,25
376,LOT_ATPG10,W01,D0002,1.11,1.75,PASS,NA,PAT_SCAN_007,0.572,25
377,LOT_ATPG10,W01,D0002,1.11,1.81,PASS,NA,PAT_SCAN_003,0.565,25
378,LOT_ATPG10,W01,D0002,1.11,1.87,PASS,NA,PAT_SCAN_002,0.514,25
379,LOT_ATPG10,W01,D0002,1.11,1.94,PASS,NA,PAT_SCAN_006,0.518,25
380,LOT_ATPG10,W01,D0002,1.11,2.0,PASS,NA,PAT_SCAN_006,0.481,25
381,LOT_ATPG10,W01,D0002,1.15,0.8,PASS,NA,PAT_SCAN_005,1.231,25
382,LOT_ATPG10,W01,D0002,1.15,0.86,PASS,NA,PAT_SCAN_004,1.132,25
383,LOT_ATPG10,W01,D0002,1.15,0.93,PASS,NA,PAT_SCAN_005,1.077,25
384,LOT_ATPG10,W01,D0002,1.15,0.99,PASS,NA,PAT_SCAN_008,1.026,25
385,LOT_ATPG10,W01,D0002,1.15,1.05,PASS,NA,PAT_SCAN_009,0.983,25
386,LOT_ATPG10,W01,D0002,1.15,1.12,PASS,NA,PAT_SCAN_007,0.874,25
387,LOT_ATPG10,W01,D0002,1.15,1.18,PASS,NA,PAT_SCAN_001,0.843,25
388,LOT_ATPG10,W01,D0002,1.15,1.24,PASS,NA,PAT_SCAN_006,0.822,25
389,LOT_ATPG10,W01,D0002,1.15,1.31,PASS,NA,PAT_SCAN_009,0.801,25
390,LOT_ATPG10,W01,D0002,1.15,1.37,PASS,NA,PAT_SCAN_001,0.696,25
391,LOT_ATPG10,W01,D0002,1.15,1.43,PASS,NA,PAT_SCAN_004,0.691,25
392,LOT_ATPG10,W01,D0002,1.15,1.49,PASS,NA,PAT_SCAN_006,0.693,25
393,LOT_ATPG10,W01,D0002,1.15,1.56,PASS,NA,PAT_SCAN_001,0.616,25
394,LOT_ATPG10,W01,D0002,1.15,1.62,PASS,NA,PAT_SCAN_008,0.645,25
395,LOT_ATPG10,W01,D0002,1.15,1.68,PASS,NA,PAT_SCAN_009,0.611,25
396,LOT_ATPG10,W01,D0002,1.15,1.75,PASS,NA,PAT_SCAN_008,0.584,25
397,LOT_ATPG10,W01,D0002,1.15,1.81,PASS,NA,PAT_SCAN_006,0.523,25
398,LOT_ATPG10,W01,D0002,1.15,1.87,PASS,NA,PAT_SCAN_004,0.518,25
399,LOT_ATPG10,W01,D0002,1.15,1.94,PASS,NA,PAT_SCAN_006,0.502,25
400,LOT_ATPG10,W01,D0002,1.15,2.0,PASS,NA,PAT_SCAN_009,0.488,25
401,LOT_ATPG10,W01,D0003,0.75,0.8,PASS,NA,PAT_SCAN_010,1.283,25
402,LOT_ATPG10,W01,D0003,0.75,0.86,PASS,NA,PAT_SCAN_010,1.162,25
403,LOT_ATPG10,W01,D0003,0.75,0.93,PASS,NA,PAT_SCAN_009,1.108,25
404,LOT_ATPG10,W01,D0003,0.75,0.99,PASS,NA,PAT_SCAN_002,1.044,25
405,LOT_ATPG10,W01,D0003,0.75,1.05,PASS,NA,PAT_SCAN_007,0.929,25
406,LOT_ATPG10,W01,D0003,0.75,1.12,PASS,NA,PAT_SCAN_009,0.908,25
407,LOT_ATPG10,W01,D0003,0.75,1.18,PASS,NA,PAT_SCAN_001,0.846,25
408,LOT_ATPG10,W01,D0003,0.75,1.24,PASS,NA,PAT_SCAN_001,0.82,25
409,LOT_ATPG10,W01,D0003,0.75,1.31,PASS,NA,PAT_SCAN_001,0.773,25
410,LOT_ATPG10,W01,D0003,0.75,1.37,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.723,25
411,LOT_ATPG10,W01,D0003,0.75,1.43,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.722,25
412,LOT_ATPG10,W01,D0003,0.75,1.49,FAIL,TIMING,PAT_SCAN_007,0.674,25
413,LOT_ATPG10,W01,D0003,0.75,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.659,25
414,LOT_ATPG10,W01,D0003,0.75,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.624,25
415,LOT_ATPG10,W01,D0003,0.75,1.68,FAIL,TIMING,PAT_SCAN_003,0.619,25
416,LOT_ATPG10,W01,D0003,0.75,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.598,25
417,LOT_ATPG10,W01,D0003,0.75,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.568,25
418,LOT_ATPG10,W01,D0003,0.75,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.541,25
419,LOT_ATPG10,W01,D0003,0.75,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.532,25
420,LOT_ATPG10,W01,D0003,0.75,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.504,25
421,LOT_ATPG10,W01,D0003,0.79,0.8,PASS,NA,PAT_SCAN_003,1.242,25
422,LOT_ATPG10,W01,D0003,0.79,0.86,PASS,NA,PAT_SCAN_009,1.14,25
423,LOT_ATPG10,W01,D0003,0.79,0.93,PASS,NA,PAT_SCAN_009,1.044,25
424,LOT_ATPG10,W01,D0003,0.79,0.99,PASS,NA,PAT_SCAN_010,1.042,25
425,LOT_ATPG10,W01,D0003,0.79,1.05,PASS,NA,PAT_SCAN_010,0.973,25
426,LOT_ATPG10,W01,D0003,0.79,1.12,PASS,NA,PAT_SCAN_008,0.888,25
427,LOT_ATPG10,W01,D0003,0.79,1.18,PASS,NA,PAT_SCAN_009,0.808,25
428,LOT_ATPG10,W01,D0003,0.79,1.24,PASS,NA,PAT_SCAN_003,0.822,25
429,LOT_ATPG10,W01,D0003,0.79,1.31,PASS,NA,PAT_SCAN_006,0.779,25
430,LOT_ATPG10,W01,D0003,0.79,1.37,PASS,NA,PAT_SCAN_006,0.733,25
431,LOT_ATPG10,W01,D0003,0.79,1.43,PASS,NA,PAT_SCAN_004,0.685,25
432,LOT_ATPG10,W01,D0003,0.79,1.49,PASS,NA,PAT_SCAN_005,0.654,25
433,LOT_ATPG10,W01,D0003,0.79,1.56,FAIL,TIMING,PAT_SCAN_007,0.661,25
434,LOT_ATPG10,W01,D0003,0.79,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.649,25
435,LOT_ATPG10,W01,D0003,0.79,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.595,25
436,LOT_ATPG10,W01,D0003,0.79,1.75,FAIL,TIMING,PAT_SCAN_007,0.547,25
437,LOT_ATPG10,W01,D0003,0.79,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.545,25
438,LOT_ATPG10,W01,D0003,0.79,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.572,25
439,LOT_ATPG10,W01,D0003,0.79,1.94,FAIL,TIMING,PAT_SCAN_003,0.521,25
440,LOT_ATPG10,W01,D0003,0.79,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.509,25
441,LOT_ATPG10,W01,D0003,0.84,0.8,PASS,NA,PAT_SCAN_008,1.242,25
442,LOT_ATPG10,W01,D0003,0.84,0.86,PASS,NA,PAT_SCAN_009,1.162,25
443,LOT_ATPG10,W01,D0003,0.84,0.93,PASS,NA,PAT_SCAN_001,1.052,25
444,LOT_ATPG10,W01,D0003,0.84,0.99,PASS,NA,PAT_SCAN_009,1.002,25
445,LOT_ATPG10,W01,D0003,0.84,1.05,PASS,NA,PAT_SCAN_008,0.939,25
446,LOT_ATPG10,W01,D0003,0.84,1.12,PASS,NA,PAT_SCAN_007,0.873,25
447,LOT_ATPG10,W01,D0003,0.84,1.18,PASS,NA,PAT_SCAN_006,0.842,25
448,LOT_ATPG10,W01,D0003,0.84,1.24,PASS,NA,PAT_SCAN_005,0.806,25
449,LOT_ATPG10,W01,D0003,0.84,1.31,PASS,NA,PAT_SCAN_001,0.776,25
450,LOT_ATPG10,W01,D0003,0.84,1.37,PASS,NA,PAT_SCAN_002,0.734,25
451,LOT_ATPG10,W01,D0003,0.84,1.43,PASS,NA,PAT_SCAN_004,0.717,25
452,LOT_ATPG10,W01,D0003,0.84,1.49,PASS,NA,PAT_SCAN_009,0.689,25
453,LOT_ATPG10,W01,D0003,0.84,1.56,PASS,NA,PAT_SCAN_010,0.677,25
454,LOT_ATPG10,W01,D0003,0.84,1.62,PASS,NA,PAT_SCAN_008,0.61,25
455,LOT_ATPG10,W01,D0003,0.84,1.68,PASS,NA,PAT_SCAN_005,0.558,25
456,LOT_ATPG10,W01,D0003,0.84,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.593,25
457,LOT_ATPG10,W01,D0003,0.84,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.564,25
458,LOT_ATPG10,W01,D0003,0.84,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.521,25
459,LOT_ATPG10,W01,D0003,0.84,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.489,25
460,LOT_ATPG10,W01,D0003,0.84,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.486,25
461,LOT_ATPG10,W01,D0003,0.88,0.8,PASS,NA,PAT_SCAN_001,1.275,25
462,LOT_ATPG10,W01,D0003,0.88,0.86,PASS,NA,PAT_SCAN_010,1.135,25
463,LOT_ATPG10,W01,D0003,0.88,0.93,PASS,NA,PAT_SCAN_010,1.066,25
464,LOT_ATPG10,W01,D0003,0.88,0.99,PASS,NA,PAT_SCAN_009,1.039,25
465,LOT_ATPG10,W01,D0003,0.88,1.05,PASS,NA,PAT_SCAN_004,0.896,25
466,LOT_ATPG10,W01,D0003,0.88,1.12,PASS,NA,PAT_SCAN_006,0.872,25
467,LOT_ATPG10,W01,D0003,0.88,1.18,PASS,NA,PAT_SCAN_006,0.891,25
468,LOT_ATPG10,W01,D0003,0.88,1.24,PASS,NA,PAT_SCAN_001,0.807,25
469,LOT_ATPG10,W01,D0003,0.88,1.31,PASS,NA,PAT_SCAN_004,0.731,25
470,LOT_ATPG10,W01,D0003,0.88,1.37,PASS,NA,PAT_SCAN_008,0.732,25
471,LOT_ATPG10,W01,D0003,0.88,1.43,PASS,NA,PAT_SCAN_010,0.751,25
472,LOT_ATPG10,W01,D0003,0.88,1.49,PASS,NA,PAT_SCAN_002,0.68,25
473,LOT_ATPG10,W01,D0003,0.88,1.56,PASS,NA,PAT_SCAN_006,0.661,25
474,LOT_ATPG10,W01,D0003,0.88,1.62,PASS,NA,PAT_SCAN_008,0.589,25
475,LOT_ATPG10,W01,D0003,0.88,1.68,PASS,NA,PAT_SCAN_002,0.582,25
476,LOT_ATPG10,W01,D0003,0.88,1.75,PASS,NA,PAT_SCAN_007,0.553,25
477,LOT_ATPG10,W01,D0003,0.88,1.81,PASS,NA,PAT_SCAN_001,0.524,25
478,LOT_ATPG10,W01,D0003,0.88,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.518,25
479,LOT_ATPG10,W01,D0003,0.88,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.534,25
480,LOT_ATPG10,W01,D0003,0.88,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.489,25
481,LOT_ATPG10,W01,D0003,0.93,0.8,PASS,NA,PAT_SCAN_002,1.236,25
482,LOT_ATPG10,W01,D0003,0.93,0.86,PASS,NA,PAT_SCAN_004,1.16,25
483,LOT_ATPG10,W01,D0003,0.93,0.93,PASS,NA,PAT_SCAN_007,1.075,25
484,LOT_ATPG10,W01,D0003,0.93,0.99,PASS,NA,PAT_SCAN_006,1.055,25
485,LOT_ATPG10,W01,D0003,0.93,1.05,PASS,NA,PAT_SCAN_007,0.95,25
486,LOT_ATPG10,W01,D0003,0.93,1.12,PASS,NA,PAT_SCAN_004,0.853,25
487,LOT_ATPG10,W01,D0003,0.93,1.18,PASS,NA,PAT_SCAN_002,0.854,25
488,LOT_ATPG10,W01,D0003,0.93,1.24,PASS,NA,PAT_SCAN_007,0.812,25
489,LOT_ATPG10,W01,D0003,0.93,1.31,PASS,NA,PAT_SCAN_010,0.767,25
490,LOT_ATPG10,W01,D0003,0.93,1.37,PASS,NA,PAT_SCAN_004,0.738,25
491,LOT_ATPG10,W01,D0003,0.93,1.43,PASS,NA,PAT_SCAN_007,0.717,25
492,LOT_ATPG10,W01,D0003,0.93,1.49,PASS,NA,PAT_SCAN_002,0.676,25
493,LOT_ATPG10,W01,D0003,0.93,1.56,PASS,NA,PAT_SCAN_004,0.587,25
494,LOT_ATPG10,W01,D0003,0.93,1.62,PASS,NA,PAT_SCAN_008,0.566,25
495,LOT_ATPG10,W01,D0003,0.93,1.68,PASS,NA,PAT_SCAN_002,0.593,25
496,LOT_ATPG10,W01,D0003,0.93,1.75,PASS,NA,PAT_SCAN_006,0.557,25
497,LOT_ATPG10,W01,D0003,0.93,1.81,PASS,NA,PAT_SCAN_002,0.528,25
498,LOT_ATPG10,W01,D0003,0.93,1.87,PASS,NA,PAT_SCAN_005,0.525,25
499,LOT_ATPG10,W01,D0003,0.93,1.94,PASS,NA,PAT_SCAN_010,0.552,25
500,LOT_ATPG10,W01,D0003,0.93,2.0,PASS,NA,PAT_SCAN_007,0.516,25
501,LOT_ATPG10,W01,D0003,0.97,0.8,PASS,NA,PAT_SCAN_008,1.239,25
502,LOT_ATPG10,W01,D0003,0.97,0.86,PASS,NA,PAT_SCAN_004,1.154,25
503,LOT_ATPG10,W01,D0003,0.97,0.93,PASS,NA,PAT_SCAN_002,1.052,25
504,LOT_ATPG10,W01,D0003,0.97,0.99,PASS,NA,PAT_SCAN_001,1.032,25
505,LOT_ATPG10,W01,D0003,0.97,1.05,PASS,NA,PAT_SCAN_007,0.962,25
506,LOT_ATPG10,W01,D0003,0.97,1.12,PASS,NA,PAT_SCAN_001,0.877,25
507,LOT_ATPG10,W01,D0003,0.97,1.18,PASS,NA,PAT_SCAN_003,0.838,25
508,LOT_ATPG10,W01,D0003,0.97,1.24,PASS,NA,PAT_SCAN_005,0.828,25
509,LOT_ATPG10,W01,D0003,0.97,1.31,PASS,NA,PAT_SCAN_003,0.76,25
510,LOT_ATPG10,W01,D0003,0.97,1.37,PASS,NA,PAT_SCAN_006,0.682,25
511,LOT_ATPG10,W01,D0003,0.97,1.43,PASS,NA,PAT_SCAN_003,0.728,25
512,LOT_ATPG10,W01,D0003,0.97,1.49,PASS,NA,PAT_SCAN_007,0.689,25
513,LOT_ATPG10,W01,D0003,0.97,1.56,PASS,NA,PAT_SCAN_010,0.621,25
514,LOT_ATPG10,W01,D0003,0.97,1.62,PASS,NA,PAT_SCAN_002,0.611,25
515,LOT_ATPG10,W01,D0003,0.97,1.68,PASS,NA,PAT_SCAN_005,0.633,25
516,LOT_ATPG10,W01,D0003,0.97,1.75,PASS,NA,PAT_SCAN_010,0.558,25
517,LOT_ATPG10,W01,D0003,0.97,1.81,PASS,NA,PAT_SCAN_007,0.557,25
518,LOT_ATPG10,W01,D0003,0.97,1.87,PASS,NA,PAT_SCAN_003,0.557,25
519,LOT_ATPG10,W01,D0003,0.97,1.94,PASS,NA,PAT_SCAN_005,0.52,25
520,LOT_ATPG10,W01,D0003,0.97,2.0,PASS,NA,PAT_SCAN_010,0.505,25
521,LOT_ATPG10,W01,D0003,1.02,0.8,PASS,NA,PAT_SCAN_009,1.261,25
522,LOT_ATPG10,W01,D0003,1.02,0.86,PASS,NA,PAT_SCAN_001,1.143,25
523,LOT_ATPG10,W01,D0003,1.02,0.93,PASS,NA,PAT_SCAN_004,1.075,25
524,LOT_ATPG10,W01,D0003,1.02,0.99,PASS,NA,PAT_SCAN_001,1.023,25
525,LOT_ATPG10,W01,D0003,1.02,1.05,PASS,NA,PAT_SCAN_010,0.964,25
526,LOT_ATPG10,W01,D0003,1.02,1.12,PASS,NA,PAT_SCAN_008,0.879,25
527,LOT_ATPG10,W01,D0003,1.02,1.18,PASS,NA,PAT_SCAN_010,0.852,25
528,LOT_ATPG10,W01,D0003,1.02,1.24,PASS,NA,PAT_SCAN_001,0.82,25
529,LOT_ATPG10,W01,D0003,1.02,1.31,PASS,NA,PAT_SCAN_009,0.757,25
530,LOT_ATPG10,W01,D0003,1.02,1.37,PASS,NA,PAT_SCAN_007,0.753,25
531,LOT_ATPG10,W01,D0003,1.02,1.43,PASS,NA,PAT_SCAN_005,0.665,25
532,LOT_ATPG10,W01,D0003,1.02,1.49,PASS,NA,PAT_SCAN_009,0.684,25
533,LOT_ATPG10,W01,D0003,1.02,1.56,PASS,NA,PAT_SCAN_006,0.648,25
534,LOT_ATPG10,W01,D0003,1.02,1.62,PASS,NA,PAT_SCAN_005,0.629,25
