Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Temperature_C,Current_mA,Timing_ns,Leakage_mA,Test_Time_ms,Pattern_ID,Test_ID,Test_Result,Failure_Code,Margin_GHz
450,LOT_B002,W002,D0002,0.83,1.78,85,111.255,0.5512,5.962,1.784,ATPG_021,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3059
451,LOT_B002,W002,D0002,0.83,1.8,85,112.654,0.5797,5.761,1.721,ATPG_056,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3259
452,LOT_B002,W002,D0002,0.83,1.82,85,107.545,0.5645,5.893,1.898,ATPG_013,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3459
453,LOT_B002,W002,D0002,0.83,1.84,85,111.791,0.5429,5.947,1.723,ATPG_001,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3659
454,LOT_B002,W002,D0002,0.83,1.86,85,109.988,0.5347,5.598,1.805,ATPG_004,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3859
455,LOT_B002,W002,D0002,0.83,1.88,85,114.61,0.5176,6.109,1.953,ATPG_003,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.4059
456,LOT_B002,W002,D0002,0.83,1.9,85,113.752,0.5249,5.5,1.913,ATPG_016,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.4259
457,LOT_B002,W002,D0002,0.83,1.92,85,111.748,0.5383,5.581,1.979,ATPG_056,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.4459
458,LOT_B002,W002,D0002,0.83,1.94,85,113.148,0.4754,5.68,1.768,ATPG_055,SCAN_AT_SPEED,FAIL,TIMING,-0.4659
459,LOT_B002,W002,D0002,0.83,1.96,85,115.192,0.5374,5.789,1.737,ATPG_030,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.4859
460,LOT_B002,W002,D0002,0.83,1.98,85,113.118,0.5132,5.869,1.836,ATPG_081,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.5059
461,LOT_B002,W002,D0002,0.83,2.0,85,116.819,0.5161,5.635,1.947,ATPG_100,SCAN_AT_SPEED,FAIL,TIMING,-0.5259
462,LOT_B002,W002,D0002,0.83,2.02,85,115.117,0.4603,5.838,1.736,ATPG_024,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.5459
463,LOT_B002,W002,D0002,0.83,2.04,85,116.25,0.4535,5.911,1.74,ATPG_059,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.5659
464,LOT_B002,W002,D0002,0.83,2.06,85,118.336,0.4547,5.602,1.731,ATPG_098,SCAN_AT_SPEED,FAIL,TIMING,-0.5859
465,LOT_B002,W002,D0002,0.83,2.08,85,120.966,0.4636,5.527,1.731,ATPG_093,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.6059
466,LOT_B002,W002,D0002,0.83,2.1,85,121.971,0.4551,5.77,1.96,ATPG_065,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.6259
467,LOT_B002,W002,D0002,0.83,2.12,85,120.909,0.4887,5.772,1.813,ATPG_068,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.6459
468,LOT_B002,W002,D0002,0.83,2.14,85,120.773,0.4741,5.583,1.713,ATPG_076,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.6659
469,LOT_B002,W002,D0002,0.83,2.16,85,124.85,0.4734,5.468,1.9,ATPG_029,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.6859
470,LOT_B002,W002,D0002,0.83,2.18,85,120.743,0.4508,5.602,1.903,ATPG_033,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.7059
471,LOT_B002,W002,D0002,0.83,2.2,85,121.805,0.4669,5.67,1.714,ATPG_025,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.7259
472,LOT_B002,W002,D0002,0.83,2.22,85,126.112,0.4727,5.719,1.733,ATPG_048,SCAN_AT_SPEED,FAIL,TIMING,-0.7459
473,LOT_B002,W002,D0002,0.83,2.24,85,123.795,0.4031,5.799,1.916,ATPG_078,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.7659
474,LOT_B002,W002,D0002,0.83,2.26,85,127.709,0.4846,5.659,1.964,ATPG_009,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.7859
475,LOT_B002,W002,D0002,0.83,2.28,85,127.042,0.446,5.7,1.992,ATPG_097,SCAN_AT_SPEED,FAIL,TIMING,-0.8059
476,LOT_B002,W002,D0002,0.83,2.3,85,125.185,0.4476,5.553,1.967,ATPG_044,SCAN_AT_SPEED,FAIL,TIMING,-0.8259
477,LOT_B002,W002,D0002,0.83,2.32,85,128.053,0.4125,5.851,1.906,ATPG_099,SCAN_AT_SPEED,FAIL,TIMING,-0.8459
478,LOT_B002,W002,D0002,0.83,2.34,85,127.891,0.4047,5.428,1.706,ATPG_013,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.8659
479,LOT_B002,W002,D0002,0.83,2.36,85,129.67,0.442,5.678,1.963,ATPG_100,SCAN_AT_SPEED,FAIL,TIMING,-0.8859
480,LOT_B002,W002,D0002,0.83,2.38,85,127.119,0.4091,6.016,1.836,ATPG_060,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.9059
481,LOT_B002,W002,D0002,0.85,0.8,85,75.762,1.2538,5.802,1.78,ATPG_092,SCAN_AT_SPEED,PASS,NA,0.7288
482,LOT_B002,W002,D0002,0.85,0.82,85,75.467,1.2026,5.593,1.893,ATPG_096,SCAN_AT_SPEED,PASS,NA,0.7088
483,LOT_B002,W002,D0002,0.85,0.84,85,80.022,1.1915,5.882,1.954,ATPG_012,SCAN_AT_SPEED,PASS,NA,0.6888
484,LOT_B002,W002,D0002,0.85,0.86,85,81.764,1.1317,5.885,1.762,ATPG_073,SCAN_AT_SPEED,PASS,NA,0.6688
485,LOT_B002,W002,D0002,0.85,0.88,85,81.498,1.1328,5.77,1.768,ATPG_059,SCAN_AT_SPEED,PASS,NA,0.6488
486,LOT_B002,W002,D0002,0.85,0.9,85,79.36,1.1146,6.331,1.875,ATPG_098,SCAN_AT_SPEED,PASS,NA,0.6288
487,LOT_B002,W002,D0002,0.85,0.92,85,80.395,1.0551,5.887,1.895,ATPG_009,SCAN_AT_SPEED,PASS,NA,0.6088
488,LOT_B002,W002,D0002,0.85,0.94,85,79.44,1.0563,5.726,1.887,ATPG_075,SCAN_AT_SPEED,PASS,NA,0.5888
489,LOT_B002,W002,D0002,0.85,0.96,85,82.005,1.0229,5.622,1.994,ATPG_010,SCAN_AT_SPEED,PASS,NA,0.5688
490,LOT_B002,W002,D0002,0.85,0.98,85,80.724,0.997,6.165,1.804,ATPG_072,SCAN_AT_SPEED,PASS,NA,0.5488
491,LOT_B002,W002,D0002,0.85,1.0,85,85.697,0.982,6.098,1.862,ATPG_052,SCAN_AT_SPEED,PASS,NA,0.5288
492,LOT_B002,W002,D0002,0.85,1.02,85,84.04,0.9637,5.879,1.74,ATPG_031,SCAN_AT_SPEED,PASS,NA,0.5088
493,LOT_B002,W002,D0002,0.85,1.04,85,89.539,0.9458,6.056,1.806,ATPG_050,SCAN_AT_SPEED,PASS,NA,0.4888
494,LOT_B002,W002,D0002,0.85,1.06,85,86.255,0.9172,5.931,1.838,ATPG_021,SCAN_AT_SPEED,PASS,NA,0.4688
495,LOT_B002,W002,D0002,0.85,1.08,85,87.103,0.9013,5.809,1.763,ATPG_003,SCAN_AT_SPEED,PASS,NA,0.4488
496,LOT_B002,W002,D0002,0.85,1.1,85,82.649,0.8939,5.969,1.891,ATPG_033,SCAN_AT_SPEED,PASS,NA,0.4288
497,LOT_B002,W002,D0002,0.85,1.12,85,88.7,0.8906,5.958,1.857,ATPG_048,SCAN_AT_SPEED,PASS,NA,0.4088
498,LOT_B002,W002,D0002,0.85,1.14,85,87.912,0.8629,5.526,1.887,ATPG_076,SCAN_AT_SPEED,PASS,NA,0.3888
499,LOT_B002,W002,D0002,0.85,1.16,85,89.754,0.8884,5.685,1.909,ATPG_026,SCAN_AT_SPEED,PASS,NA,0.3688
500,LOT_B002,W002,D0002,0.85,1.18,85,90.972,0.8346,5.853,1.843,ATPG_043,SCAN_AT_SPEED,PASS,NA,0.3488
501,LOT_B002,W002,D0002,0.85,1.2,85,91.776,0.8183,5.638,1.837,ATPG_096,SCAN_AT_SPEED,PASS,NA,0.3288
502,LOT_B002,W002,D0002,0.85,1.22,85,91.944,0.8195,5.608,1.704,ATPG_081,SCAN_AT_SPEED,PASS,NA,0.3088
503,LOT_B002,W002,D0002,0.85,1.24,85,95.285,0.8318,5.739,1.866,ATPG_074,SCAN_AT_SPEED,PASS,NA,0.2888
504,LOT_B002,W002,D0002,0.85,1.26,85,92.961,0.7815,5.584,1.774,ATPG_043,SCAN_AT_SPEED,PASS,NA,0.2688
505,LOT_B002,W002,D0002,0.85,1.28,85,95.042,0.7763,6.269,1.736,ATPG_093,SCAN_AT_SPEED,PASS,NA,0.2488
506,LOT_B002,W002,D0002,0.85,1.3,85,94.186,0.7112,5.972,1.891,ATPG_009,SCAN_AT_SPEED,PASS,NA,0.2288
507,LOT_B002,W002,D0002,0.85,1.32,85,98.881,0.7606,5.899,1.985,ATPG_020,SCAN_AT_SPEED,PASS,NA,0.2088
508,LOT_B002,W002,D0002,0.85,1.34,85,97.126,0.7095,5.561,1.954,ATPG_091,SCAN_AT_SPEED,PASS,NA,0.1888
509,LOT_B002,W002,D0002,0.85,1.36,85,99.46,0.7162,5.852,1.766,ATPG_001,SCAN_AT_SPEED,PASS,NA,0.1688
510,LOT_B002,W002,D0002,0.85,1.38,85,96.106,0.7268,5.986,1.831,ATPG_005,SCAN_AT_SPEED,PASS,NA,0.1488
511,LOT_B002,W002,D0002,0.85,1.4,85,98.769,0.6991,5.484,1.952,ATPG_051,SCAN_AT_SPEED,PASS,NA,0.1288
512,LOT_B002,W002,D0002,0.85,1.42,85,100.038,0.6979,5.819,1.929,ATPG_060,SCAN_AT_SPEED,PASS,NA,0.1088
513,LOT_B002,W002,D0002,0.85,1.44,85,101.166,0.625,5.777,1.761,ATPG_023,SCAN_AT_SPEED,PASS,NA,0.0888
514,LOT_B002,W002,D0002,0.85,1.46,85,97.92,0.6763,5.643,1.891,ATPG_093,SCAN_AT_SPEED,PASS,NA,0.0688
515,LOT_B002,W002,D0002,0.85,1.48,85,100.493,0.6797,5.328,1.943,ATPG_091,SCAN_AT_SPEED,PASS,NA,0.0488
516,LOT_B002,W002,D0002,0.85,1.5,85,99.694,0.6679,6.092,1.839,ATPG_040,SCAN_AT_SPEED,PASS,NA,0.0288
517,LOT_B002,W002,D0002,0.85,1.52,85,104.301,0.6246,5.735,1.711,ATPG_053,SCAN_AT_SPEED,PASS,NA,0.0088
518,LOT_B002,W002,D0002,0.85,1.54,85,101.009,0.6276,5.856,1.769,ATPG_053,SCAN_AT_SPEED,FAIL,TIMING,-0.0112
519,LOT_B002,W002,D0002,0.85,1.56,85,100.868,0.6217,5.73,1.92,ATPG_051,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0312
520,LOT_B002,W002,D0002,0.85,1.58,85,105.053,0.5984,5.942,1.798,ATPG_036,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0512
521,LOT_B002,W002,D0002,0.85,1.6,85,103.045,0.6065,5.678,1.738,ATPG_025,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0712
522,LOT_B002,W002,D0002,0.85,1.62,85,107.999,0.6053,5.505,1.863,ATPG_047,SCAN_AT_SPEED,FAIL,TIMING,-0.0912
523,LOT_B002,W002,D0002,0.85,1.64,85,106.217,0.6124,5.499,1.889,ATPG_074,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1112
524,LOT_B002,W002,D0002,0.85,1.66,85,107.741,0.6234,5.549,1.928,ATPG_086,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1312
525,LOT_B002,W002,D0002,0.85,1.68,85,105.124,0.606,5.68,1.992,ATPG_065,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1512
526,LOT_B002,W002,D0002,0.85,1.7,85,107.09,0.5799,5.773,1.709,ATPG_088,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1712
527,LOT_B002,W002,D0002,0.85,1.72,85,110.364,0.557,5.589,1.994,ATPG_041,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1912
528,LOT_B002,W002,D0002,0.85,1.74,85,109.783,0.5605,5.759,1.865,ATPG_003,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2112
529,LOT_B002,W002,D0002,0.85,1.76,85,113.592,0.5604,5.631,1.936,ATPG_081,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2312
530,LOT_B002,W002,D0002,0.85,1.78,85,109.932,0.5314,5.835,1.911,ATPG_068,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2512
531,LOT_B002,W002,D0002,0.85,1.8,85,110.486,0.5924,5.91,1.862,ATPG_083,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2712
532,LOT_B002,W002,D0002,0.85,1.82,85,111.518,0.5579,5.459,1.943,ATPG_065,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2912
533,LOT_B002,W002,D0002,0.85,1.84,85,111.954,0.5356,5.988,1.902,ATPG_095,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3112
534,LOT_B002,W002,D0002,0.85,1.86,85,114.607,0.5619,5.576,1.972,ATPG_072,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3312
535,LOT_B002,W002,D0002,0.85,1.88,85,114.443,0.522,5.717,1.756,ATPG_082,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3512
536,LOT_B002,W002,D0002,0.85,1.9,85,112.595,0.5513,5.629,1.8,ATPG_012,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3712
537,LOT_B002,W002,D0002,0.85,1.92,85,112.25,0.5398,5.902,1.774,ATPG_057,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3912
538,LOT_B002,W002,D0002,0.85,1.94,85,114.888,0.4931,5.508,1.717,ATPG_033,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.4112
539,LOT_B002,W002,D0002,0.85,1.96,85,119.112,0.517,5.737,1.934,ATPG_047,SCAN_AT_SPEED,FAIL,TIMING,-0.4312
540,LOT_B002,W002,D0002,0.85,1.98,85,117.265,0.5128,5.796,1.867,ATPG_054,SCAN_AT_SPEED,FAIL,TIMING,-0.4512
541,LOT_B002,W002,D0002,0.85,2.0,85,118.077,0.534,5.721,1.804,ATPG_082,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.4712
542,LOT_B002,W002,D0002,0.85,2.02,85,119.027,0.5292,5.709,1.889,ATPG_076,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.4912
543,LOT_B002,W002,D0002,0.85,2.04,85,119.598,0.4916,5.891,1.881,ATPG_024,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.5112
544,LOT_B002,W002,D0002,0.85,2.06,85,119.807,0.4774,5.704,1.728,ATPG_039,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.5312
545,LOT_B002,W002,D0002,0.85,2.08,85,124.461,0.501,6.087,1.883,ATPG_066,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.5512
546,LOT_B002,W002,D0002,0.85,2.1,85,122.711,0.4719,5.542,1.876,ATPG_059,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.5712
547,LOT_B002,W002,D0002,0.85,2.12,85,122.634,0.4617,5.878,1.816,ATPG_098,SCAN_AT_SPEED,FAIL,TIMING,-0.5912
548,LOT_B002,W002,D0002,0.85,2.14,85,122.106,0.4651,5.524,1.952,ATPG_007,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.6112
549,LOT_B002,W002,D0002,0.85,2.16,85,124.435,0.4601,5.676,1.925,ATPG_032,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.6312
550,LOT_B002,W002,D0002,0.85,2.18,85,120.909,0.4923,5.761,1.703,ATPG_025,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.6512
551,LOT_B002,W002,D0002,0.85,2.2,85,123.815,0.4683,5.591,1.914,ATPG_092,SCAN_AT_SPEED,FAIL,TIMING,-0.6712
552,LOT_B002,W002,D0002,0.85,2.22,85,123.534,0.4597,5.474,1.878,ATPG_040,SCAN_AT_SPEED,FAIL,TIMING,-0.6912
553,LOT_B002,W002,D0002,0.85,2.24,85,123.461,0.4555,5.931,1.947,ATPG_094,SCAN_AT_SPEED,FAIL,TIMING,-0.7112
554,LOT_B002,W002,D0002,0.85,2.26,85,128.673,0.4491,5.711,1.776,ATPG_059,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.7312
555,LOT_B002,W002,D0002,0.85,2.28,85,122.543,0.4262,5.812,1.976,ATPG_091,SCAN_AT_SPEED,FAIL,TIMING,-0.7512
556,LOT_B002,W002,D0002,0.85,2.3,85,127.007,0.4264,6.064,1.962,ATPG_006,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.7712
557,LOT_B002,W002,D0002,0.85,2.32,85,131.605,0.4565,5.849,1.861,ATPG_060,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.7912
558,LOT_B002,W002,D0002,0.85,2.34,85,128.767,0.4573,6.128,1.88,ATPG_037,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.8112
559,LOT_B002,W002,D0002,0.85,2.36,85,130.241,0.3853,5.854,1.717,ATPG_077,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.8312
560,LOT_B002,W002,D0002,0.85,2.38,85,129.558,0.4349,5.669,1.734,ATPG_054,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.8512
561,LOT_B002,W002,D0002,0.87,0.8,85,79.421,1.2614,6.035,1.733,ATPG_029,SCAN_AT_SPEED,PASS,NA,0.8109
562,LOT_B002,W002,D0002,0.87,0.82,85,80.472,1.1798,6.341,1.776,ATPG_069,SCAN_AT_SPEED,PASS,NA,0.7909
563,LOT_B002,W002,D0002,0.87,0.84,85,81.33,1.1771,5.874,1.974,ATPG_061,SCAN_AT_SPEED,PASS,NA,0.7709
564,LOT_B002,W002,D0002,0.87,0.86,85,81.939,1.1874,6.081,1.812,ATPG_096,SCAN_AT_SPEED,PASS,NA,0.7509
565,LOT_B002,W002,D0002,0.87,0.88,85,80.164,1.1399,5.797,1.758,ATPG_058,SCAN_AT_SPEED,PASS,NA,0.7309
566,LOT_B002,W002,D0002,0.87,0.9,85,87.291,1.1208,6.152,1.958,ATPG_005,SCAN_AT_SPEED,PASS,NA,0.7109
567,LOT_B002,W002,D0002,0.87,0.92,85,81.59,1.0796,5.96,1.823,ATPG_067,SCAN_AT_SPEED,PASS,NA,0.6909
568,LOT_B002,W002,D0002,0.87,0.94,85,79.04,1.0787,5.76,1.735,ATPG_032,SCAN_AT_SPEED,PASS,NA,0.6709
569,LOT_B002,W002,D0002,0.87,0.96,85,84.647,1.0709,6.049,1.789,ATPG_017,SCAN_AT_SPEED,PASS,NA,0.6509
570,LOT_B002,W002,D0002,0.87,0.98,85,84.426,0.9848,5.77,1.92,ATPG_033,SCAN_AT_SPEED,PASS,NA,0.6309
571,LOT_B002,W002,D0002,0.87,1.0,85,85.427,0.9805,5.791,1.764,ATPG_078,SCAN_AT_SPEED,PASS,NA,0.6109
572,LOT_B002,W002,D0002,0.87,1.02,85,85.915,0.9691,5.692,1.766,ATPG_011,SCAN_AT_SPEED,PASS,NA,0.5909
573,LOT_B002,W002,D0002,0.87,1.04,85,86.709,0.9915,5.975,1.961,ATPG_028,SCAN_AT_SPEED,PASS,NA,0.5709
574,LOT_B002,W002,D0002,0.87,1.06,85,85.882,0.9645,6.184,1.752,ATPG_067,SCAN_AT_SPEED,PASS,NA,0.5509
575,LOT_B002,W002,D0002,0.87,1.08,85,88.644,0.9187,5.576,1.984,ATPG_050,SCAN_AT_SPEED,PASS,NA,0.5309
576,LOT_B002,W002,D0002,0.87,1.1,85,88.393,0.9142,5.782,1.801,ATPG_048,SCAN_AT_SPEED,PASS,NA,0.5109
577,LOT_B002,W002,D0002,0.87,1.12,85,86.984,0.91,6.098,1.761,ATPG_088,SCAN_AT_SPEED,PASS,NA,0.4909
578,LOT_B002,W002,D0002,0.87,1.14,85,89.203,0.8836,6.173,1.902,ATPG_049,SCAN_AT_SPEED,PASS,NA,0.4709
579,LOT_B002,W002,D0002,0.87,1.16,85,94.425,0.8401,6.159,1.703,ATPG_003,SCAN_AT_SPEED,PASS,NA,0.4509
580,LOT_B002,W002,D0002,0.87,1.18,85,92.74,0.8639,6.177,1.84,ATPG_028,SCAN_AT_SPEED,PASS,NA,0.4309
581,LOT_B002,W002,D0002,0.87,1.2,85,91.654,0.8553,6.212,1.835,ATPG_086,SCAN_AT_SPEED,PASS,NA,0.4109
582,LOT_B002,W002,D0002,0.87,1.22,85,91.205,0.844,5.895,1.845,ATPG_083,SCAN_AT_SPEED,PASS,NA,0.3909
583,LOT_B002,W002,D0002,0.87,1.24,85,92.783,0.8009,5.828,1.863,ATPG_011,SCAN_AT_SPEED,PASS,NA,0.3709
584,LOT_B002,W002,D0002,0.87,1.26,85,95.729,0.8173,5.998,1.995,ATPG_036,SCAN_AT_SPEED,PASS,NA,0.3509
585,LOT_B002,W002,D0002,0.87,1.28,85,96.944,0.7437,5.869,1.766,ATPG_082,SCAN_AT_SPEED,PASS,NA,0.3309
586,LOT_B002,W002,D0002,0.87,1.3,85,96.479,0.799,6.108,1.912,ATPG_054,SCAN_AT_SPEED,PASS,NA,0.3109
587,LOT_B002,W002,D0002,0.87,1.32,85,99.459,0.7834,5.911,1.703,ATPG_004,SCAN_AT_SPEED,PASS,NA,0.2909
588,LOT_B002,W002,D0002,0.87,1.34,85,98.568,0.7885,5.925,1.702,ATPG_002,SCAN_AT_SPEED,PASS,NA,0.2709
589,LOT_B002,W002,D0002,0.87,1.36,85,97.865,0.7632,6.27,1.926,ATPG_098,SCAN_AT_SPEED,PASS,NA,0.2509
590,LOT_B002,W002,D0002,0.87,1.38,85,98.853,0.7401,6.193,1.704,ATPG_039,SCAN_AT_SPEED,PASS,NA,0.2309
591,LOT_B002,W002,D0002,0.87,1.4,85,101.527,0.7054,6.107,1.967,ATPG_083,SCAN_AT_SPEED,PASS,NA,0.2109
592,LOT_B002,W002,D0002,0.87,1.42,85,98.457,0.6904,5.87,1.882,ATPG_029,SCAN_AT_SPEED,PASS,NA,0.1909
593,LOT_B002,W002,D0002,0.87,1.44,85,101.68,0.7317,6.029,1.747,ATPG_021,SCAN_AT_SPEED,PASS,NA,0.1709
594,LOT_B002,W002,D0002,0.87,1.46,85,103.028,0.6718,6.295,1.816,ATPG_042,SCAN_AT_SPEED,PASS,NA,0.1509
595,LOT_B002,W002,D0002,0.87,1.48,85,102.283,0.6945,5.722,1.867,ATPG_059,SCAN_AT_SPEED,PASS,NA,0.1309
596,LOT_B002,W002,D0002,0.87,1.5,85,103.921,0.6971,5.786,1.947,ATPG_090,SCAN_AT_SPEED,PASS,NA,0.1109
597,LOT_B002,W002,D0002,0.87,1.52,85,102.733,0.6905,6.076,1.891,ATPG_018,SCAN_AT_SPEED,PASS,NA,0.0909
598,LOT_B002,W002,D0002,0.87,1.54,85,108.432,0.6715,5.683,1.781,ATPG_067,SCAN_AT_SPEED,PASS,NA,0.0709
599,LOT_B002,W002,D0002,0.87,1.56,85,100.758,0.6618,5.909,1.719,ATPG_028,SCAN_AT_SPEED,PASS,NA,0.0509
600,LOT_B002,W002,D0002,0.87,1.58,85,105.977,0.6454,6.078,1.928,ATPG_053,SCAN_AT_SPEED,PASS,NA,0.0309
601,LOT_B002,W002,D0002,0.87,1.6,85,107.011,0.6122,6.107,1.765,ATPG_070,SCAN_AT_SPEED,PASS,NA,0.0109
602,LOT_B002,W002,D0002,0.87,1.62,85,107.286,0.6271,5.901,1.867,ATPG_037,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0091
603,LOT_B002,W002,D0002,0.87,1.64,85,108.43,0.6032,5.907,1.97,ATPG_046,SCAN_AT_SPEED,FAIL,TIMING,-0.0291
604,LOT_B002,W002,D0002,0.87,1.66,85,109.232,0.6087,6.034,1.775,ATPG_077,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0491
605,LOT_B002,W002,D0002,0.87,1.68,85,109.669,0.595,6.176,1.871,ATPG_054,SCAN_AT_SPEED,FAIL,TIMING,-0.0691
606,LOT_B002,W002,D0002,0.87,1.7,85,108.779,0.5834,5.764,1.707,ATPG_016,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0891
607,LOT_B002,W002,D0002,0.87,1.72,85,109.264,0.5608,6.187,1.74,ATPG_059,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1091
608,LOT_B002,W002,D0002,0.87,1.74,85,112.779,0.5952,6.37,1.959,ATPG_058,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1291
609,LOT_B002,W002,D0002,0.87,1.76,85,109.916,0.5951,5.933,1.903,ATPG_010,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1491
610,LOT_B002,W002,D0002,0.87,1.78,85,113.542,0.5507,5.696,1.879,ATPG_061,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1691
611,LOT_B002,W002,D0002,0.87,1.8,85,109.666,0.5859,5.688,1.841,ATPG_024,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1891
612,LOT_B002,W002,D0002,0.87,1.82,85,116.038,0.5672,6.092,1.878,ATPG_021,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2091
613,LOT_B002,W002,D0002,0.87,1.84,85,115.908,0.5331,5.896,1.893,ATPG_075,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2291
614,LOT_B002,W002,D0002,0.87,1.86,85,115.035,0.555,5.705,1.747,ATPG_089,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2491
615,LOT_B002,W002,D0002,0.87,1.88,85,114.714,0.5055,6.223,1.985,ATPG_064,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2691
616,LOT_B002,W002,D0002,0.87,1.9,85,120.593,0.5529,6.072,1.91,ATPG_050,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2891
617,LOT_B002,W002,D0002,0.87,1.92,85,120.628,0.5257,5.875,1.986,ATPG_012,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3091
618,LOT_B002,W002,D0002,0.87,1.94,85,118.947,0.4924,6.016,1.783,ATPG_013,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3291
619,LOT_B002,W002,D0002,0.87,1.96,85,118.551,0.5141,5.907,1.911,ATPG_036,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3491
620,LOT_B002,W002,D0002,0.87,1.98,85,117.232,0.5021,5.806,1.882,ATPG_029,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3691
621,LOT_B002,W002,D0002,0.87,2.0,85,117.339,0.5126,6.092,1.786,ATPG_055,SCAN_AT_SPEED,FAIL,TIMING,-0.3891
622,LOT_B002,W002,D0002,0.87,2.02,85,118.687,0.5115,6.018,1.992,ATPG_073,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.4091
623,LOT_B002,W002,D0002,0.87,2.04,85,120.284,0.4499,5.795,1.901,ATPG_008,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.4291
