Point_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,Margin_GHz,Timing_ns,Current_mA,Temperature_C
311,D0001,1.016,1.392,PASS,NA,0.459,0.718,201.7,25.0
312,D0001,1.016,1.471,PASS,NA,0.38,0.68,205.6,25.0
313,D0001,1.016,1.55,PASS,NA,0.301,0.645,209.6,25.0
314,D0001,1.016,1.629,PASS,NA,0.222,0.614,213.5,25.0
315,D0001,1.016,1.708,PASS,NA,0.143,0.585,217.5,25.0
316,D0001,1.016,1.788,PASS,NA,0.063,0.559,221.5,25.0
317,D0001,1.016,1.867,FAIL,FREQ_MARGIN,-0.016,0.536,225.4,25.0
318,D0001,1.016,1.946,FAIL,FREQ_MARGIN,-0.095,0.514,229.4,25.0
319,D0001,1.016,2.025,FAIL,FREQ_MARGIN,-0.174,0.494,233.3,25.0
320,D0001,1.016,2.104,FAIL,FREQ_MARGIN,-0.253,0.475,237.3,25.0
321,D0001,1.016,2.183,FAIL,FREQ_MARGIN,-0.332,0.458,241.2,25.0
322,D0001,1.016,2.262,FAIL,FREQ_MARGIN,-0.411,0.442,245.2,25.0
323,D0001,1.016,2.342,FAIL,FREQ_MARGIN,-0.491,0.427,249.2,25.0
324,D0001,1.016,2.421,FAIL,FREQ_MARGIN,-0.57,0.413,253.1,25.0
325,D0001,1.016,2.5,FAIL,FREQ_MARGIN,-0.649,0.4,257.1,25.0
326,D0001,1.042,0.6,PASS,NA,1.334,1.667,165.5,25.0
327,D0001,1.042,0.679,PASS,NA,1.255,1.473,169.4,25.0
328,D0001,1.042,0.758,PASS,NA,1.176,1.319,173.4,25.0
329,D0001,1.042,0.837,PASS,NA,1.097,1.195,177.3,25.0
330,D0001,1.042,0.917,PASS,NA,1.017,1.091,181.3,25.0
331,D0001,1.042,0.996,PASS,NA,0.938,1.004,185.3,25.0
332,D0001,1.042,1.075,PASS,NA,0.859,0.93,189.2,25.0
333,D0001,1.042,1.154,PASS,NA,0.78,0.867,193.2,25.0
334,D0001,1.042,1.233,PASS,NA,0.701,0.811,197.1,25.0
335,D0001,1.042,1.312,PASS,NA,0.622,0.762,201.1,25.0
336,D0001,1.042,1.392,PASS,NA,0.542,0.718,205.1,25.0
337,D0001,1.042,1.471,PASS,NA,0.463,0.68,209.0,25.0
338,D0001,1.042,1.55,PASS,NA,0.384,0.645,213.0,25.0
339,D0001,1.042,1.629,PASS,NA,0.305,0.614,216.9,25.0
340,D0001,1.042,1.708,PASS,NA,0.226,0.585,220.9,25.0
341,D0001,1.042,1.788,PASS,NA,0.146,0.559,224.9,25.0
342,D0001,1.042,1.867,PASS,NA,0.067,0.536,228.8,25.0
343,D0001,1.042,1.946,FAIL,FREQ_MARGIN,-0.012,0.514,232.8,25.0
344,D0001,1.042,2.025,FAIL,FREQ_MARGIN,-0.091,0.494,236.7,25.0
345,D0001,1.042,2.104,FAIL,FREQ_MARGIN,-0.17,0.475,240.7,25.0
346,D0001,1.042,2.183,FAIL,FREQ_MARGIN,-0.249,0.458,244.6,25.0
347,D0001,1.042,2.262,FAIL,FREQ_MARGIN,-0.328,0.442,248.6,25.0
348,D0001,1.042,2.342,FAIL,FREQ_MARGIN,-0.408,0.427,252.6,25.0
349,D0001,1.042,2.421,FAIL,FREQ_MARGIN,-0.487,0.413,256.5,25.0
350,D0001,1.042,2.5,FAIL,FREQ_MARGIN,-0.566,0.4,260.5,25.0
351,D0001,1.068,0.6,PASS,NA,1.418,1.667,168.8,25.0
352,D0001,1.068,0.679,PASS,NA,1.339,1.473,172.8,25.0
353,D0001,1.068,0.758,PASS,NA,1.26,1.319,176.7,25.0
354,D0001,1.068,0.837,PASS,NA,1.181,1.195,180.7,25.0
355,D0001,1.068,0.917,PASS,NA,1.101,1.091,184.7,25.0
356,D0001,1.068,0.996,PASS,NA,1.022,1.004,188.6,25.0
357,D0001,1.068,1.075,PASS,NA,0.943,0.93,192.6,25.0
358,D0001,1.068,1.154,PASS,NA,0.864,0.867,196.5,25.0
359,D0001,1.068,1.233,PASS,NA,0.785,0.811,200.5,25.0
360,D0001,1.068,1.312,PASS,NA,0.706,0.762,204.4,25.0
361,D0001,1.068,1.392,PASS,NA,0.626,0.718,208.4,25.0
362,D0001,1.068,1.471,PASS,NA,0.547,0.68,212.4,25.0
363,D0001,1.068,1.55,PASS,NA,0.468,0.645,216.3,25.0
364,D0001,1.068,1.629,PASS,NA,0.389,0.614,220.3,25.0
365,D0001,1.068,1.708,PASS,NA,0.31,0.585,224.2,25.0
366,D0001,1.068,1.788,PASS,NA,0.23,0.559,228.2,25.0
367,D0001,1.068,1.867,PASS,NA,0.151,0.536,232.2,25.0
368,D0001,1.068,1.946,PASS,NA,0.072,0.514,236.1,25.0
369,D0001,1.068,2.025,FAIL,FREQ_MARGIN,-0.007,0.494,240.1,25.0
370,D0001,1.068,2.104,FAIL,FREQ_MARGIN,-0.086,0.475,244.0,25.0
371,D0001,1.068,2.183,FAIL,FREQ_MARGIN,-0.165,0.458,248.0,25.0
372,D0001,1.068,2.262,FAIL,FREQ_MARGIN,-0.244,0.442,251.9,25.0
373,D0001,1.068,2.342,FAIL,FREQ_MARGIN,-0.324,0.427,255.9,25.0
374,D0001,1.068,2.421,FAIL,FREQ_MARGIN,-0.403,0.413,259.9,25.0
375,D0001,1.068,2.5,FAIL,FREQ_MARGIN,-0.482,0.4,263.8,25.0
376,D0001,1.095,0.6,PASS,NA,1.504,1.667,172.4,25.0
377,D0001,1.095,0.679,PASS,NA,1.425,1.473,176.3,25.0
378,D0001,1.095,0.758,PASS,NA,1.346,1.319,180.2,25.0
379,D0001,1.095,0.837,PASS,NA,1.267,1.195,184.2,25.0
380,D0001,1.095,0.917,PASS,NA,1.187,1.091,188.2,25.0
381,D0001,1.095,0.996,PASS,NA,1.108,1.004,192.1,25.0
382,D0001,1.095,1.075,PASS,NA,1.029,0.93,196.1,25.0
383,D0001,1.095,1.154,PASS,NA,0.95,0.867,200.0,25.0
384,D0001,1.095,1.233,PASS,NA,0.871,0.811,204.0,25.0
385,D0001,1.095,1.312,PASS,NA,0.792,0.762,208.0,25.0
386,D0001,1.095,1.392,PASS,NA,0.712,0.718,212.0,25.0
387,D0001,1.095,1.471,PASS,NA,0.633,0.68,215.9,25.0
388,D0001,1.095,1.55,PASS,NA,0.554,0.645,219.8,25.0
389,D0001,1.095,1.629,PASS,NA,0.475,0.614,223.8,25.0
390,D0001,1.095,1.708,PASS,NA,0.396,0.585,227.8,25.0
391,D0001,1.095,1.788,PASS,NA,0.316,0.559,231.8,25.0
392,D0001,1.095,1.867,PASS,NA,0.237,0.536,235.7,25.0
393,D0001,1.095,1.946,PASS,NA,0.158,0.514,239.6,25.0
394,D0001,1.095,2.025,FAIL,TIMING,0.079,0.494,243.6,25.0
395,D0001,1.095,2.104,FAIL,TIMING,0.0,0.475,247.6,25.0
396,D0001,1.095,2.183,FAIL,TIMING,-0.079,0.458,251.5,25.0
397,D0001,1.095,2.262,FAIL,TIMING,-0.158,0.442,255.4,25.0
398,D0001,1.095,2.342,FAIL,TIMING,-0.238,0.427,259.4,25.0
399,D0001,1.095,2.421,FAIL,TIMING,-0.317,0.413,263.4,25.0
400,D0001,1.095,2.5,FAIL,TIMING,-0.396,0.4,267.4,25.0
401,D0001,1.121,0.6,PASS,NA,1.587,1.667,175.7,25.0
402,D0001,1.121,0.679,PASS,NA,1.508,1.473,179.7,25.0
403,D0001,1.121,0.758,PASS,NA,1.429,1.319,183.6,25.0
404,D0001,1.121,0.837,PASS,NA,1.35,1.195,187.6,25.0
405,D0001,1.121,0.917,PASS,NA,1.27,1.091,191.6,25.0
406,D0001,1.121,0.996,PASS,NA,1.191,1.004,195.5,25.0
407,D0001,1.121,1.075,PASS,NA,1.112,0.93,199.5,25.0
408,D0001,1.121,1.154,PASS,NA,1.033,0.867,203.4,25.0
409,D0001,1.121,1.233,PASS,NA,0.954,0.811,207.4,25.0
410,D0001,1.121,1.312,PASS,NA,0.875,0.762,211.3,25.0
411,D0001,1.121,1.392,PASS,NA,0.795,0.718,215.3,25.0
412,D0001,1.121,1.471,PASS,NA,0.716,0.68,219.3,25.0
413,D0001,1.121,1.55,PASS,NA,0.637,0.645,223.2,25.0
414,D0001,1.121,1.629,PASS,NA,0.558,0.614,227.2,25.0
415,D0001,1.121,1.708,PASS,NA,0.479,0.585,231.1,25.0
416,D0001,1.121,1.788,PASS,NA,0.399,0.559,235.1,25.0
417,D0001,1.121,1.867,PASS,NA,0.32,0.536,239.1,25.0
418,D0001,1.121,1.946,PASS,NA,0.241,0.514,243.0,25.0
419,D0001,1.121,2.025,FAIL,TIMING,0.162,0.494,247.0,25.0
420,D0001,1.121,2.104,FAIL,TIMING,0.083,0.475,250.9,25.0
421,D0001,1.121,2.183,FAIL,TIMING,0.004,0.458,254.9,25.0
422,D0001,1.121,2.262,FAIL,TIMING,-0.075,0.442,258.8,25.0
423,D0001,1.121,2.342,FAIL,TIMING,-0.155,0.427,262.8,25.0
424,D0001,1.121,2.421,FAIL,TIMING,-0.234,0.413,266.8,25.0
425,D0001,1.121,2.5,FAIL,TIMING,-0.313,0.4,270.7,25.0
426,D0001,1.147,0.6,PASS,NA,1.67,1.667,179.1,25.0
427,D0001,1.147,0.679,PASS,NA,1.591,1.473,183.1,25.0
428,D0001,1.147,0.758,PASS,NA,1.512,1.319,187.0,25.0
429,D0001,1.147,0.837,PASS,NA,1.433,1.195,191.0,25.0
430,D0001,1.147,0.917,PASS,NA,1.353,1.091,195.0,25.0
431,D0001,1.147,0.996,PASS,NA,1.274,1.004,198.9,25.0
432,D0001,1.147,1.075,PASS,NA,1.195,0.93,202.9,25.0
433,D0001,1.147,1.154,PASS,NA,1.116,0.867,206.8,25.0
434,D0001,1.147,1.233,PASS,NA,1.037,0.811,210.8,25.0
435,D0001,1.147,1.312,PASS,NA,0.958,0.762,214.7,25.0
436,D0001,1.147,1.392,PASS,NA,0.878,0.718,218.7,25.0
437,D0001,1.147,1.471,PASS,NA,0.799,0.68,222.7,25.0
438,D0001,1.147,1.55,PASS,NA,0.72,0.645,226.6,25.0
439,D0001,1.147,1.629,PASS,NA,0.641,0.614,230.6,25.0
440,D0001,1.147,1.708,PASS,NA,0.562,0.585,234.5,25.0
441,D0001,1.147,1.788,PASS,NA,0.482,0.559,238.5,25.0
442,D0001,1.147,1.867,PASS,NA,0.403,0.536,242.5,25.0
443,D0001,1.147,1.946,PASS,NA,0.324,0.514,246.4,25.0
444,D0001,1.147,2.025,FAIL,TIMING,0.245,0.494,250.4,25.0
445,D0001,1.147,2.104,FAIL,TIMING,0.166,0.475,254.3,25.0
446,D0001,1.147,2.183,FAIL,TIMING,0.087,0.458,258.3,25.0
447,D0001,1.147,2.262,FAIL,TIMING,0.008,0.442,262.2,25.0
448,D0001,1.147,2.342,FAIL,TIMING,-0.072,0.427,266.2,25.0
449,D0001,1.147,2.421,FAIL,TIMING,-0.151,0.413,270.2,25.0
450,D0001,1.147,2.5,FAIL,TIMING,-0.23,0.4,274.1,25.0
451,D0001,1.174,0.6,PASS,NA,1.757,1.667,182.6,25.0
452,D0001,1.174,0.679,PASS,NA,1.678,1.473,186.6,25.0
453,D0001,1.174,0.758,PASS,NA,1.599,1.319,190.5,25.0
454,D0001,1.174,0.837,PASS,NA,1.52,1.195,194.5,25.0
455,D0001,1.174,0.917,PASS,NA,1.44,1.091,198.5,25.0
456,D0001,1.174,0.996,PASS,NA,1.361,1.004,202.4,25.0
457,D0001,1.174,1.075,PASS,NA,1.282,0.93,206.4,25.0
458,D0001,1.174,1.154,PASS,NA,1.203,0.867,210.3,25.0
459,D0001,1.174,1.233,PASS,NA,1.124,0.811,214.3,25.0
460,D0001,1.174,1.312,PASS,NA,1.045,0.762,218.2,25.0
461,D0001,1.174,1.392,PASS,NA,0.965,0.718,222.2,25.0
462,D0001,1.174,1.471,PASS,NA,0.886,0.68,226.2,25.0
463,D0001,1.174,1.55,PASS,NA,0.807,0.645,230.1,25.0
464,D0001,1.174,1.629,PASS,NA,0.728,0.614,234.1,25.0
465,D0001,1.174,1.708,PASS,NA,0.649,0.585,238.0,25.0
466,D0001,1.174,1.788,PASS,NA,0.569,0.559,242.0,25.0
467,D0001,1.174,1.867,PASS,NA,0.49,0.536,246.0,25.0
468,D0001,1.174,1.946,PASS,NA,0.411,0.514,249.9,25.0
469,D0001,1.174,2.025,FAIL,TIMING,0.332,0.494,253.9,25.0
470,D0001,1.174,2.104,FAIL,TIMING,0.253,0.475,257.8,25.0
471,D0001,1.174,2.183,FAIL,TIMING,0.174,0.458,261.8,25.0
472,D0001,1.174,2.262,FAIL,TIMING,0.095,0.442,265.7,25.0
473,D0001,1.174,2.342,FAIL,TIMING,0.015,0.427,269.7,25.0
474,D0001,1.174,2.421,FAIL,TIMING,-0.064,0.413,273.7,25.0
475,D0001,1.174,2.5,FAIL,TIMING,-0.143,0.4,277.6,25.0
476,D0001,1.2,0.6,PASS,NA,1.84,1.667,186.0,25.0
477,D0001,1.2,0.679,PASS,NA,1.761,1.473,190.0,25.0
478,D0001,1.2,0.758,PASS,NA,1.682,1.319,193.9,25.0
479,D0001,1.2,0.837,PASS,NA,1.603,1.195,197.8,25.0
480,D0001,1.2,0.917,PASS,NA,1.523,1.091,201.8,25.0
481,D0001,1.2,0.996,PASS,NA,1.444,1.004,205.8,25.0
482,D0001,1.2,1.075,PASS,NA,1.365,0.93,209.8,25.0
483,D0001,1.2,1.154,PASS,NA,1.286,0.867,213.7,25.0
484,D0001,1.2,1.233,PASS,NA,1.207,0.811,217.6,25.0
485,D0001,1.2,1.312,PASS,NA,1.128,0.762,221.6,25.0
486,D0001,1.2,1.392,PASS,NA,1.048,0.718,225.6,25.0
487,D0001,1.2,1.471,PASS,NA,0.969,0.68,229.6,25.0
488,D0001,1.2,1.55,PASS,NA,0.89,0.645,233.5,25.0
489,D0001,1.2,1.629,PASS,NA,0.811,0.614,237.4,25.0
490,D0001,1.2,1.708,PASS,NA,0.732,0.585,241.4,25.0
491,D0001,1.2,1.788,PASS,NA,0.652,0.559,245.4,25.0
492,D0001,1.2,1.867,PASS,NA,0.573,0.536,249.4,25.0
493,D0001,1.2,1.946,PASS,NA,0.494,0.514,253.3,25.0
494,D0001,1.2,2.025,FAIL,TIMING,0.415,0.494,257.2,25.0
495,D0001,1.2,2.104,FAIL,TIMING,0.336,0.475,261.2,25.0
496,D0001,1.2,2.183,FAIL,TIMING,0.257,0.458,265.2,25.0
497,D0001,1.2,2.262,FAIL,TIMING,0.178,0.442,269.1,25.0
498,D0001,1.2,2.342,FAIL,TIMING,0.098,0.427,273.1,25.0
499,D0001,1.2,2.421,FAIL,TIMING,0.019,0.413,277.0,25.0
500,D0001,1.2,2.5,FAIL,TIMING,-0.06,0.4,281.0,25.0
