Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,March_Algorithm,Memory_Instance
282,LOT_M10,W01,D0002,0.93,0.86,PASS,NA,March_SS,SRAM_SRAM1
283,LOT_M10,W01,D0002,0.93,0.93,PASS,NA,March_C_minus,SRAM_SRAM0
284,LOT_M10,W01,D0002,0.93,0.99,PASS,NA,March_C_minus,SRAM_SRAM1
285,LOT_M10,W01,D0002,0.93,1.05,PASS,NA,March_RAW,SRAM_SRAM0
286,LOT_M10,W01,D0002,0.93,1.12,PASS,NA,March_C_minus,SRAM_SRAM1
287,LOT_M10,W01,D0002,0.93,1.18,PASS,NA,March_C_minus,SRAM_SRAM2
288,LOT_M10,W01,D0002,0.93,1.24,PASS,NA,March_RAW,SRAM_SRAM0
289,LOT_M10,W01,D0002,0.93,1.31,PASS,NA,March_C_minus,SRAM_SRAM1
290,LOT_M10,W01,D0002,0.93,1.37,PASS,NA,March_RAW,SRAM_SRAM2
291,LOT_M10,W01,D0002,0.93,1.43,PASS,NA,March_C_minus,SRAM_SRAM1
292,LOT_M10,W01,D0002,0.93,1.49,PASS,NA,March_RAW,SRAM_SRAM2
293,LOT_M10,W01,D0002,0.93,1.56,PASS,NA,March_SS,SRAM_SRAM1
294,LOT_M10,W01,D0002,0.93,1.62,PASS,NA,March_RAW,SRAM_SRAM2
295,LOT_M10,W01,D0002,0.93,1.68,PASS,NA,March_SS,SRAM_SRAM2
296,LOT_M10,W01,D0002,0.93,1.75,PASS,NA,March_C_minus,SRAM_SRAM0
297,LOT_M10,W01,D0002,0.93,1.81,PASS,NA,March_SS,SRAM_SRAM1
298,LOT_M10,W01,D0002,0.93,1.87,PASS,NA,March_SS,SRAM_SRAM0
299,LOT_M10,W01,D0002,0.93,1.94,PASS,NA,March_RAW,SRAM_SRAM0
300,LOT_M10,W01,D0002,0.93,2.0,PASS,NA,March_RAW,SRAM_SRAM0
301,LOT_M10,W01,D0002,0.97,0.8,PASS,NA,March_RAW,SRAM_SRAM0
302,LOT_M10,W01,D0002,0.97,0.86,PASS,NA,March_SS,SRAM_SRAM0
303,LOT_M10,W01,D0002,0.97,0.93,PASS,NA,March_RAW,SRAM_SRAM0
304,LOT_M10,W01,D0002,0.97,0.99,PASS,NA,March_C_minus,SRAM_SRAM0
305,LOT_M10,W01,D0002,0.97,1.05,PASS,NA,March_SS,SRAM_SRAM0
306,LOT_M10,W01,D0002,0.97,1.12,PASS,NA,March_SS,SRAM_SRAM1
307,LOT_M10,W01,D0002,0.97,1.18,PASS,NA,March_C_minus,SRAM_SRAM0
308,LOT_M10,W01,D0002,0.97,1.24,PASS,NA,March_C_minus,SRAM_SRAM2
309,LOT_M10,W01,D0002,0.97,1.31,PASS,NA,March_C_minus,SRAM_SRAM1
310,LOT_M10,W01,D0002,0.97,1.37,PASS,NA,March_C_minus,SRAM_SRAM2
311,LOT_M10,W01,D0002,0.97,1.43,PASS,NA,March_C_minus,SRAM_SRAM2
312,LOT_M10,W01,D0002,0.97,1.49,PASS,NA,March_RAW,SRAM_SRAM0
313,LOT_M10,W01,D0002,0.97,1.56,PASS,NA,March_SS,SRAM_SRAM2
314,LOT_M10,W01,D0002,0.97,1.62,PASS,NA,March_C_minus,SRAM_SRAM0
315,LOT_M10,W01,D0002,0.97,1.68,PASS,NA,March_SS,SRAM_SRAM2
316,LOT_M10,W01,D0002,0.97,1.75,PASS,NA,March_RAW,SRAM_SRAM0
317,LOT_M10,W01,D0002,0.97,1.81,PASS,NA,March_C_minus,SRAM_SRAM1
318,LOT_M10,W01,D0002,0.97,1.87,PASS,NA,March_SS,SRAM_SRAM2
319,LOT_M10,W01,D0002,0.97,1.94,PASS,NA,March_RAW,SRAM_SRAM0
320,LOT_M10,W01,D0002,0.97,2.0,PASS,NA,March_RAW,SRAM_SRAM1
321,LOT_M10,W01,D0002,1.02,0.8,PASS,NA,March_SS,SRAM_SRAM0
322,LOT_M10,W01,D0002,1.02,0.86,PASS,NA,March_SS,SRAM_SRAM1
323,LOT_M10,W01,D0002,1.02,0.93,PASS,NA,March_SS,SRAM_SRAM1
324,LOT_M10,W01,D0002,1.02,0.99,PASS,NA,March_C_minus,SRAM_SRAM0
325,LOT_M10,W01,D0002,1.02,1.05,PASS,NA,March_RAW,SRAM_SRAM1
326,LOT_M10,W01,D0002,1.02,1.12,PASS,NA,March_RAW,SRAM_SRAM0
327,LOT_M10,W01,D0002,1.02,1.18,PASS,NA,March_C_minus,SRAM_SRAM0
328,LOT_M10,W01,D0002,1.02,1.24,PASS,NA,March_C_minus,SRAM_SRAM0
329,LOT_M10,W01,D0002,1.02,1.31,PASS,NA,March_C_minus,SRAM_SRAM0
330,LOT_M10,W01,D0002,1.02,1.37,PASS,NA,March_SS,SRAM_SRAM2
331,LOT_M10,W01,D0002,1.02,1.43,PASS,NA,March_C_minus,SRAM_SRAM1
332,LOT_M10,W01,D0002,1.02,1.49,PASS,NA,March_SS,SRAM_SRAM2
333,LOT_M10,W01,D0002,1.02,1.56,PASS,NA,March_C_minus,SRAM_SRAM2
334,LOT_M10,W01,D0002,1.02,1.62,PASS,NA,March_C_minus,SRAM_SRAM1
335,LOT_M10,W01,D0002,1.02,1.68,PASS,NA,March_SS,SRAM_SRAM1
336,LOT_M10,W01,D0002,1.02,1.75,PASS,NA,March_SS,SRAM_SRAM2
337,LOT_M10,W01,D0002,1.02,1.81,PASS,NA,March_C_minus,SRAM_SRAM0
338,LOT_M10,W01,D0002,1.02,1.87,PASS,NA,March_RAW,SRAM_SRAM0
339,LOT_M10,W01,D0002,1.02,1.94,PASS,NA,March_SS,SRAM_SRAM0
340,LOT_M10,W01,D0002,1.02,2.0,PASS,NA,March_SS,SRAM_SRAM2
341,LOT_M10,W01,D0002,1.06,0.8,PASS,NA,March_C_minus,SRAM_SRAM2
342,LOT_M10,W01,D0002,1.06,0.86,PASS,NA,March_C_minus,SRAM_SRAM1
343,LOT_M10,W01,D0002,1.06,0.93,PASS,NA,March_RAW,SRAM_SRAM0
344,LOT_M10,W01,D0002,1.06,0.99,PASS,NA,March_SS,SRAM_SRAM2
345,LOT_M10,W01,D0002,1.06,1.05,PASS,NA,March_RAW,SRAM_SRAM0
346,LOT_M10,W01,D0002,1.06,1.12,PASS,NA,March_C_minus,SRAM_SRAM0
347,LOT_M10,W01,D0002,1.06,1.18,PASS,NA,March_SS,SRAM_SRAM0
348,LOT_M10,W01,D0002,1.06,1.24,PASS,NA,March_RAW,SRAM_SRAM2
349,LOT_M10,W01,D0002,1.06,1.31,PASS,NA,March_C_minus,SRAM_SRAM0
350,LOT_M10,W01,D0002,1.06,1.37,PASS,NA,March_RAW,SRAM_SRAM1
351,LOT_M10,W01,D0002,1.06,1.43,PASS,NA,March_C_minus,SRAM_SRAM0
352,LOT_M10,W01,D0002,1.06,1.49,PASS,NA,March_RAW,SRAM_SRAM0
353,LOT_M10,W01,D0002,1.06,1.56,PASS,NA,March_SS,SRAM_SRAM2
354,LOT_M10,W01,D0002,1.06,1.62,PASS,NA,March_C_minus,SRAM_SRAM2
355,LOT_M10,W01,D0002,1.06,1.68,PASS,NA,March_C_minus,SRAM_SRAM0
356,LOT_M10,W01,D0002,1.06,1.75,PASS,NA,March_C_minus,SRAM_SRAM1
357,LOT_M10,W01,D0002,1.06,1.81,PASS,NA,March_SS,SRAM_SRAM2
358,LOT_M10,W01,D0002,1.06,1.87,PASS,NA,March_C_minus,SRAM_SRAM0
359,LOT_M10,W01,D0002,1.06,1.94,PASS,NA,March_SS,SRAM_SRAM0
360,LOT_M10,W01,D0002,1.06,2.0,PASS,NA,March_SS,SRAM_SRAM0
361,LOT_M10,W01,D0002,1.11,0.8,PASS,NA,March_RAW,SRAM_SRAM0
362,LOT_M10,W01,D0002,1.11,0.86,PASS,NA,March_C_minus,SRAM_SRAM1
363,LOT_M10,W01,D0002,1.11,0.93,PASS,NA,March_C_minus,SRAM_SRAM0
364,LOT_M10,W01,D0002,1.11,0.99,PASS,NA,March_SS,SRAM_SRAM2
365,LOT_M10,W01,D0002,1.11,1.05,PASS,NA,March_RAW,SRAM_SRAM1
366,LOT_M10,W01,D0002,1.11,1.12,PASS,NA,March_SS,SRAM_SRAM1
367,LOT_M10,W01,D0002,1.11,1.18,PASS,NA,March_SS,SRAM_SRAM1
368,LOT_M10,W01,D0002,1.11,1.24,PASS,NA,March_RAW,SRAM_SRAM2
369,LOT_M10,W01,D0002,1.11,1.31,PASS,NA,March_SS,SRAM_SRAM0
370,LOT_M10,W01,D0002,1.11,1.37,PASS,NA,March_SS,SRAM_SRAM0
371,LOT_M10,W01,D0002,1.11,1.43,PASS,NA,March_SS,SRAM_SRAM1
372,LOT_M10,W01,D0002,1.11,1.49,PASS,NA,March_RAW,SRAM_SRAM0
373,LOT_M10,W01,D0002,1.11,1.56,PASS,NA,March_C_minus,SRAM_SRAM2
374,LOT_M10,W01,D0002,1.11,1.62,PASS,NA,March_RAW,SRAM_SRAM2
375,LOT_M10,W01,D0002,1.11,1.68,PASS,NA,March_RAW,SRAM_SRAM0
376,LOT_M10,W01,D0002,1.11,1.75,PASS,NA,March_C_minus,SRAM_SRAM1
377,LOT_M10,W01,D0002,1.11,1.81,PASS,NA,March_SS,SRAM_SRAM2
378,LOT_M10,W01,D0002,1.11,1.87,PASS,NA,March_RAW,SRAM_SRAM2
379,LOT_M10,W01,D0002,1.11,1.94,PASS,NA,March_SS,SRAM_SRAM1
380,LOT_M10,W01,D0002,1.11,2.0,PASS,NA,March_SS,SRAM_SRAM1
381,LOT_M10,W01,D0002,1.15,0.8,PASS,NA,March_SS,SRAM_SRAM1
382,LOT_M10,W01,D0002,1.15,0.86,PASS,NA,March_SS,SRAM_SRAM2
383,LOT_M10,W01,D0002,1.15,0.93,PASS,NA,March_RAW,SRAM_SRAM2
384,LOT_M10,W01,D0002,1.15,0.99,PASS,NA,March_RAW,SRAM_SRAM1
385,LOT_M10,W01,D0002,1.15,1.05,PASS,NA,March_C_minus,SRAM_SRAM1
386,LOT_M10,W01,D0002,1.15,1.12,PASS,NA,March_C_minus,SRAM_SRAM2
387,LOT_M10,W01,D0002,1.15,1.18,PASS,NA,March_SS,SRAM_SRAM2
388,LOT_M10,W01,D0002,1.15,1.24,PASS,NA,March_SS,SRAM_SRAM2
389,LOT_M10,W01,D0002,1.15,1.31,PASS,NA,March_C_minus,SRAM_SRAM0
390,LOT_M10,W01,D0002,1.15,1.37,PASS,NA,March_C_minus,SRAM_SRAM1
391,LOT_M10,W01,D0002,1.15,1.43,PASS,NA,March_C_minus,SRAM_SRAM1
392,LOT_M10,W01,D0002,1.15,1.49,PASS,NA,March_C_minus,SRAM_SRAM0
393,LOT_M10,W01,D0002,1.15,1.56,PASS,NA,March_SS,SRAM_SRAM1
394,LOT_M10,W01,D0002,1.15,1.62,PASS,NA,March_C_minus,SRAM_SRAM1
395,LOT_M10,W01,D0002,1.15,1.68,PASS,NA,March_C_minus,SRAM_SRAM1
396,LOT_M10,W01,D0002,1.15,1.75,PASS,NA,March_RAW,SRAM_SRAM2
397,LOT_M10,W01,D0002,1.15,1.81,PASS,NA,March_RAW,SRAM_SRAM2
398,LOT_M10,W01,D0002,1.15,1.87,PASS,NA,March_RAW,SRAM_SRAM0
399,LOT_M10,W01,D0002,1.15,1.94,PASS,NA,March_RAW,SRAM_SRAM2
400,LOT_M10,W01,D0002,1.15,2.0,PASS,NA,March_RAW,SRAM_SRAM2
401,LOT_M10,W01,D0003,0.75,0.8,PASS,NA,March_SS,SRAM_SRAM0
402,LOT_M10,W01,D0003,0.75,0.86,PASS,NA,March_RAW,SRAM_SRAM2
403,LOT_M10,W01,D0003,0.75,0.93,PASS,NA,March_RAW,SRAM_SRAM0
404,LOT_M10,W01,D0003,0.75,0.99,PASS,NA,March_SS,SRAM_SRAM0
405,LOT_M10,W01,D0003,0.75,1.05,PASS,NA,March_SS,SRAM_SRAM2
406,LOT_M10,W01,D0003,0.75,1.12,PASS,NA,March_RAW,SRAM_SRAM0
407,LOT_M10,W01,D0003,0.75,1.18,PASS,NA,March_C_minus,SRAM_SRAM1
408,LOT_M10,W01,D0003,0.75,1.24,PASS,NA,March_SS,SRAM_SRAM0
409,LOT_M10,W01,D0003,0.75,1.31,PASS,NA,March_SS,SRAM_SRAM0
410,LOT_M10,W01,D0003,0.75,1.37,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM0
411,LOT_M10,W01,D0003,0.75,1.43,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
412,LOT_M10,W01,D0003,0.75,1.49,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
413,LOT_M10,W01,D0003,0.75,1.56,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
414,LOT_M10,W01,D0003,0.75,1.62,FAIL,COUPLING_FAULT,March_C_minus,SRAM_SRAM1
415,LOT_M10,W01,D0003,0.75,1.68,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
416,LOT_M10,W01,D0003,0.75,1.75,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
417,LOT_M10,W01,D0003,0.75,1.81,FAIL,RETENTION_FAULT,March_C_minus,SRAM_SRAM2
418,LOT_M10,W01,D0003,0.75,1.87,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
419,LOT_M10,W01,D0003,0.75,1.94,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
420,LOT_M10,W01,D0003,0.75,2.0,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
421,LOT_M10,W01,D0003,0.79,0.8,PASS,NA,March_SS,SRAM_SRAM2
422,LOT_M10,W01,D0003,0.79,0.86,PASS,NA,March_RAW,SRAM_SRAM2
423,LOT_M10,W01,D0003,0.79,0.93,PASS,NA,March_RAW,SRAM_SRAM2
424,LOT_M10,W01,D0003,0.79,0.99,PASS,NA,March_RAW,SRAM_SRAM1
425,LOT_M10,W01,D0003,0.79,1.05,PASS,NA,March_RAW,SRAM_SRAM2
426,LOT_M10,W01,D0003,0.79,1.12,PASS,NA,March_C_minus,SRAM_SRAM1
427,LOT_M10,W01,D0003,0.79,1.18,PASS,NA,March_SS,SRAM_SRAM1
428,LOT_M10,W01,D0003,0.79,1.24,PASS,NA,March_RAW,SRAM_SRAM2
429,LOT_M10,W01,D0003,0.79,1.31,PASS,NA,March_RAW,SRAM_SRAM0
430,LOT_M10,W01,D0003,0.79,1.37,PASS,NA,March_RAW,SRAM_SRAM0
431,LOT_M10,W01,D0003,0.79,1.43,PASS,NA,March_SS,SRAM_SRAM2
432,LOT_M10,W01,D0003,0.79,1.49,PASS,NA,March_C_minus,SRAM_SRAM0
433,LOT_M10,W01,D0003,0.79,1.56,FAIL,ADDRESS_DECODE_FAULT,March_RAW,SRAM_SRAM1
434,LOT_M10,W01,D0003,0.79,1.62,FAIL,STUCK_AT,March_C_minus,SRAM_SRAM0
435,LOT_M10,W01,D0003,0.79,1.68,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
436,LOT_M10,W01,D0003,0.79,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
437,LOT_M10,W01,D0003,0.79,1.81,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
438,LOT_M10,W01,D0003,0.79,1.87,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
439,LOT_M10,W01,D0003,0.79,1.94,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
440,LOT_M10,W01,D0003,0.79,2.0,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
441,LOT_M10,W01,D0003,0.84,0.8,PASS,NA,March_C_minus,SRAM_SRAM1
442,LOT_M10,W01,D0003,0.84,0.86,PASS,NA,March_C_minus,SRAM_SRAM0
443,LOT_M10,W01,D0003,0.84,0.93,PASS,NA,March_C_minus,SRAM_SRAM0
444,LOT_M10,W01,D0003,0.84,0.99,PASS,NA,March_SS,SRAM_SRAM0
445,LOT_M10,W01,D0003,0.84,1.05,PASS,NA,March_SS,SRAM_SRAM1
446,LOT_M10,W01,D0003,0.84,1.12,PASS,NA,March_RAW,SRAM_SRAM1
447,LOT_M10,W01,D0003,0.84,1.18,PASS,NA,March_RAW,SRAM_SRAM1
448,LOT_M10,W01,D0003,0.84,1.24,PASS,NA,March_SS,SRAM_SRAM1
449,LOT_M10,W01,D0003,0.84,1.31,PASS,NA,March_RAW,SRAM_SRAM2
450,LOT_M10,W01,D0003,0.84,1.37,PASS,NA,March_C_minus,SRAM_SRAM2
451,LOT_M10,W01,D0003,0.84,1.43,PASS,NA,March_RAW,SRAM_SRAM2
452,LOT_M10,W01,D0003,0.84,1.49,PASS,NA,March_RAW,SRAM_SRAM0
453,LOT_M10,W01,D0003,0.84,1.56,PASS,NA,March_RAW,SRAM_SRAM1
454,LOT_M10,W01,D0003,0.84,1.62,PASS,NA,March_SS,SRAM_SRAM2
455,LOT_M10,W01,D0003,0.84,1.68,PASS,NA,March_RAW,SRAM_SRAM1
456,LOT_M10,W01,D0003,0.84,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM0
457,LOT_M10,W01,D0003,0.84,1.81,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
458,LOT_M10,W01,D0003,0.84,1.87,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
459,LOT_M10,W01,D0003,0.84,1.94,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
460,LOT_M10,W01,D0003,0.84,2.0,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
461,LOT_M10,W01,D0003,0.88,0.8,PASS,NA,March_RAW,SRAM_SRAM0
462,LOT_M10,W01,D0003,0.88,0.86,PASS,NA,March_C_minus,SRAM_SRAM2
463,LOT_M10,W01,D0003,0.88,0.93,PASS,NA,March_C_minus,SRAM_SRAM1
464,LOT_M10,W01,D0003,0.88,0.99,PASS,NA,March_SS,SRAM_SRAM1
465,LOT_M10,W01,D0003,0.88,1.05,PASS,NA,March_C_minus,SRAM_SRAM1
466,LOT_M10,W01,D0003,0.88,1.12,PASS,NA,March_RAW,SRAM_SRAM2
467,LOT_M10,W01,D0003,0.88,1.18,PASS,NA,March_C_minus,SRAM_SRAM2
468,LOT_M10,W01,D0003,0.88,1.24,PASS,NA,March_RAW,SRAM_SRAM0
469,LOT_M10,W01,D0003,0.88,1.31,PASS,NA,March_SS,SRAM_SRAM1
470,LOT_M10,W01,D0003,0.88,1.37,PASS,NA,March_SS,SRAM_SRAM0
471,LOT_M10,W01,D0003,0.88,1.43,PASS,NA,March_RAW,SRAM_SRAM1
472,LOT_M10,W01,D0003,0.88,1.49,PASS,NA,March_SS,SRAM_SRAM0
473,LOT_M10,W01,D0003,0.88,1.56,PASS,NA,March_SS,SRAM_SRAM0
474,LOT_M10,W01,D0003,0.88,1.62,PASS,NA,March_RAW,SRAM_SRAM0
475,LOT_M10,W01,D0003,0.88,1.68,PASS,NA,March_C_minus,SRAM_SRAM0
476,LOT_M10,W01,D0003,0.88,1.75,PASS,NA,March_C_minus,SRAM_SRAM2
477,LOT_M10,W01,D0003,0.88,1.81,PASS,NA,March_RAW,SRAM_SRAM1
478,LOT_M10,W01,D0003,0.88,1.87,FAIL,STUCK_AT,March_RAW,SRAM_SRAM2
479,LOT_M10,W01,D0003,0.88,1.94,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
480,LOT_M10,W01,D0003,0.88,2.0,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
481,LOT_M10,W01,D0003,0.93,0.8,PASS,NA,March_RAW,SRAM_SRAM0
482,LOT_M10,W01,D0003,0.93,0.86,PASS,NA,March_SS,SRAM_SRAM2
483,LOT_M10,W01,D0003,0.93,0.93,PASS,NA,March_RAW,SRAM_SRAM0
484,LOT_M10,W01,D0003,0.93,0.99,PASS,NA,March_SS,SRAM_SRAM0
485,LOT_M10,W01,D0003,0.93,1.05,PASS,NA,March_RAW,SRAM_SRAM0
486,LOT_M10,W01,D0003,0.93,1.12,PASS,NA,March_C_minus,SRAM_SRAM1
487,LOT_M10,W01,D0003,0.93,1.18,PASS,NA,March_SS,SRAM_SRAM2
488,LOT_M10,W01,D0003,0.93,1.24,PASS,NA,March_C_minus,SRAM_SRAM0
489,LOT_M10,W01,D0003,0.93,1.31,PASS,NA,March_C_minus,SRAM_SRAM2
490,LOT_M10,W01,D0003,0.93,1.37,PASS,NA,March_RAW,SRAM_SRAM1
491,LOT_M10,W01,D0003,0.93,1.43,PASS,NA,March_SS,SRAM_SRAM1
492,LOT_M10,W01,D0003,0.93,1.49,PASS,NA,March_C_minus,SRAM_SRAM0
493,LOT_M10,W01,D0003,0.93,1.56,PASS,NA,March_SS,SRAM_SRAM0
494,LOT_M10,W01,D0003,0.93,1.62,PASS,NA,March_SS,SRAM_SRAM2
495,LOT_M10,W01,D0003,0.93,1.68,PASS,NA,March_SS,SRAM_SRAM2
496,LOT_M10,W01,D0003,0.93,1.75,PASS,NA,March_C_minus,SRAM_SRAM1
497,LOT_M10,W01,D0003,0.93,1.81,PASS,NA,March_C_minus,SRAM_SRAM2
498,LOT_M10,W01,D0003,0.93,1.87,PASS,NA,March_RAW,SRAM_SRAM2
499,LOT_M10,W01,D0003,0.93,1.94,PASS,NA,March_C_minus,SRAM_SRAM0
500,LOT_M10,W01,D0003,0.93,2.0,PASS,NA,March_C_minus,SRAM_SRAM0
501,LOT_M10,W01,D0003,0.97,0.8,PASS,NA,March_RAW,SRAM_SRAM2
502,LOT_M10,W01,D0003,0.97,0.86,PASS,NA,March_SS,SRAM_SRAM1
503,LOT_M10,W01,D0003,0.97,0.93,PASS,NA,March_C_minus,SRAM_SRAM2
504,LOT_M10,W01,D0003,0.97,0.99,PASS,NA,March_RAW,SRAM_SRAM2
505,LOT_M10,W01,D0003,0.97,1.05,PASS,NA,March_SS,SRAM_SRAM1
506,LOT_M10,W01,D0003,0.97,1.12,PASS,NA,March_RAW,SRAM_SRAM2
507,LOT_M10,W01,D0003,0.97,1.18,PASS,NA,March_RAW,SRAM_SRAM1
508,LOT_M10,W01,D0003,0.97,1.24,PASS,NA,March_RAW,SRAM_SRAM2
509,LOT_M10,W01,D0003,0.97,1.31,PASS,NA,March_C_minus,SRAM_SRAM0
510,LOT_M10,W01,D0003,0.97,1.37,PASS,NA,March_SS,SRAM_SRAM2
511,LOT_M10,W01,D0003,0.97,1.43,PASS,NA,March_RAW,SRAM_SRAM0
512,LOT_M10,W01,D0003,0.97,1.49,PASS,NA,March_SS,SRAM_SRAM0
513,LOT_M10,W01,D0003,0.97,1.56,PASS,NA,March_C_minus,SRAM_SRAM0
514,LOT_M10,W01,D0003,0.97,1.62,PASS,NA,March_C_minus,SRAM_SRAM2
515,LOT_M10,W01,D0003,0.97,1.68,PASS,NA,March_RAW,SRAM_SRAM0
516,LOT_M10,W01,D0003,0.97,1.75,PASS,NA,March_SS,SRAM_SRAM1
517,LOT_M10,W01,D0003,0.97,1.81,PASS,NA,March_SS,SRAM_SRAM1
518,LOT_M10,W01,D0003,0.97,1.87,PASS,NA,March_C_minus,SRAM_SRAM2
519,LOT_M10,W01,D0003,0.97,1.94,PASS,NA,March_SS,SRAM_SRAM0
520,LOT_M10,W01,D0003,0.97,2.0,PASS,NA,March_SS,SRAM_SRAM1
521,LOT_M10,W01,D0003,1.02,0.8,PASS,NA,March_C_minus,SRAM_SRAM2
522,LOT_M10,W01,D0003,1.02,0.86,PASS,NA,March_RAW,SRAM_SRAM0
523,LOT_M10,W01,D0003,1.02,0.93,PASS,NA,March_RAW,SRAM_SRAM0
524,LOT_M10,W01,D0003,1.02,0.99,PASS,NA,March_C_minus,SRAM_SRAM0
525,LOT_M10,W01,D0003,1.02,1.05,PASS,NA,March_RAW,SRAM_SRAM0
526,LOT_M10,W01,D0003,1.02,1.12,PASS,NA,March_SS,SRAM_SRAM2
527,LOT_M10,W01,D0003,1.02,1.18,PASS,NA,March_RAW,SRAM_SRAM2
528,LOT_M10,W01,D0003,1.02,1.24,PASS,NA,March_RAW,SRAM_SRAM1
529,LOT_M10,W01,D0003,1.02,1.31,PASS,NA,March_RAW,SRAM_SRAM2
530,LOT_M10,W01,D0003,1.02,1.37,PASS,NA,March_C_minus,SRAM_SRAM2
531,LOT_M10,W01,D0003,1.02,1.43,PASS,NA,March_SS,SRAM_SRAM1
532,LOT_M10,W01,D0003,1.02,1.49,PASS,NA,March_SS,SRAM_SRAM1
533,LOT_M10,W01,D0003,1.02,1.56,PASS,NA,March_RAW,SRAM_SRAM2
534,LOT_M10,W01,D0003,1.02,1.62,PASS,NA,March_SS,SRAM_SRAM1
535,LOT_M10,W01,D0003,1.02,1.68,PASS,NA,March_RAW,SRAM_SRAM1
536,LOT_M10,W01,D0003,1.02,1.75,PASS,NA,March_C_minus,SRAM_SRAM1
537,LOT_M10,W01,D0003,1.02,1.81,PASS,NA,March_SS,SRAM_SRAM0
538,LOT_M10,W01,D0003,1.02,1.87,PASS,NA,March_C_minus,SRAM_SRAM2
539,LOT_M10,W01,D0003,1.02,1.94,PASS,NA,March_RAW,SRAM_SRAM0
540,LOT_M10,W01,D0003,1.02,2.0,PASS,NA,March_C_minus,SRAM_SRAM2
541,LOT_M10,W01,D0003,1.06,0.8,PASS,NA,March_SS,SRAM_SRAM0
542,LOT_M10,W01,D0003,1.06,0.86,PASS,NA,March_RAW,SRAM_SRAM1
543,LOT_M10,W01,D0003,1.06,0.93,PASS,NA,March_C_minus,SRAM_SRAM1
544,LOT_M10,W01,D0003,1.06,0.99,PASS,NA,March_RAW,SRAM_SRAM0
545,LOT_M10,W01,D0003,1.06,1.05,PASS,NA,March_SS,SRAM_SRAM0
546,LOT_M10,W01,D0003,1.06,1.12,PASS,NA,March_SS,SRAM_SRAM2
547,LOT_M10,W01,D0003,1.06,1.18,PASS,NA,March_RAW,SRAM_SRAM0
548,LOT_M10,W01,D0003,1.06,1.24,PASS,NA,March_SS,SRAM_SRAM0
549,LOT_M10,W01,D0003,1.06,1.31,PASS,NA,March_C_minus,SRAM_SRAM1
550,LOT_M10,W01,D0003,1.06,1.37,PASS,NA,March_SS,SRAM_SRAM1
551,LOT_M10,W01,D0003,1.06,1.43,PASS,NA,March_RAW,SRAM_SRAM0
552,LOT_M10,W01,D0003,1.06,1.49,PASS,NA,March_C_minus,SRAM_SRAM2
553,LOT_M10,W01,D0003,1.06,1.56,PASS,NA,March_SS,SRAM_SRAM2
554,LOT_M10,W01,D0003,1.06,1.62,PASS,NA,March_RAW,SRAM_SRAM2
555,LOT_M10,W01,D0003,1.06,1.68,PASS,NA,March_C_minus,SRAM_SRAM2
556,LOT_M10,W01,D0003,1.06,1.75,PASS,NA,March_C_minus,SRAM_SRAM0
557,LOT_M10,W01,D0003,1.06,1.81,PASS,NA,March_C_minus,SRAM_SRAM1
558,LOT_M10,W01,D0003,1.06,1.87,PASS,NA,March_C_minus,SRAM_SRAM0
559,LOT_M10,W01,D0003,1.06,1.94,PASS,NA,March_SS,SRAM_SRAM0
560,LOT_M10,W01,D0003,1.06,2.0,PASS,NA,March_RAW,SRAM_SRAM2
561,LOT_M10,W01,D0003,1.11,0.8,PASS,NA,March_C_minus,SRAM_SRAM1
562,LOT_M10,W01,D0003,1.11,0.86,PASS,NA,March_RAW,SRAM_SRAM1
563,LOT_M10,W01,D0003,1.11,0.93,PASS,NA,March_SS,SRAM_SRAM2
564,LOT_M10,W01,D0003,1.11,0.99,PASS,NA,March_SS,SRAM_SRAM2
565,LOT_M10,W01,D0003,1.11,1.05,PASS,NA,March_SS,SRAM_SRAM2
566,LOT_M10,W01,D0003,1.11,1.12,PASS,NA,March_C_minus,SRAM_SRAM2
