Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Temperature_C,Current_mA,Timing_ns,Leakage_mA,Test_Time_ms,March_Algorithm,Memory_Instance,Memory_Address,Test_ID,Test_Result,Failure_Code,Margin_GHz
150,LOT_B001,W002,D0002,0.834,1.435,85,72.139,0.5074,1.9107,1.735,MARCH_C_MINUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.0184
151,LOT_B001,W002,D0002,0.834,1.471,85,73.051,0.4865,2.0811,1.719,MARCH_SS,SRAM_BANK_0,0x8848,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
152,LOT_B001,W002,D0002,0.834,1.508,85,73.19,0.474,2.2091,1.709,MATS_PLUS,SRAM_BANK_0,0x3426,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
153,LOT_B001,W002,D0002,0.834,1.545,85,74.694,0.46,2.0685,1.622,MARCH_Y,SRAM_BANK_1,0xAE4F,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
154,LOT_B001,W002,D0002,0.834,1.582,85,74.08,0.4612,2.0959,1.773,MARCH_B,SRAM_BANK_1,0xE2C5,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
155,LOT_B001,W002,D0002,0.834,1.619,85,75.837,0.4551,2.0627,1.611,MARCH_C_MINUS,SRAM_BANK_1,0x740F,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
156,LOT_B001,W002,D0002,0.834,1.656,85,75.327,0.4362,2.0868,1.843,MARCH_SS,CACHE_L1,0x72D6,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
157,LOT_B001,W002,D0002,0.834,1.692,85,75.379,0.4333,2.0458,1.731,MATS_PLUS,CACHE_L1,0x0266,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
158,LOT_B001,W002,D0002,0.834,1.729,85,74.833,0.4117,2.0163,1.619,MARCH_Y,CACHE_L1,0xFB24,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
159,LOT_B001,W002,D0002,0.834,1.766,85,71.189,0.4206,2.1666,1.801,MARCH_B,CACHE_L2,0xAE03,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
160,LOT_B001,W002,D0002,0.834,1.803,85,74.302,0.4098,2.1205,1.754,MARCH_C_MINUS,CACHE_L2,0x3B7D,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
161,LOT_B001,W002,D0002,0.853,1.172,85,69.068,0.5906,2.1184,1.833,MARCH_SS,CACHE_L2,0xA32D,MBIST_RUN,FAIL,COUPLING_FAULT,0.35
162,LOT_B001,W002,D0002,0.853,1.209,85,72.839,0.5888,2.1127,1.757,MATS_PLUS,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.3132
163,LOT_B001,W002,D0002,0.853,1.246,85,70.631,0.5925,2.2798,1.66,MARCH_Y,REGFILE_A,0x848D,MBIST_RUN,FAIL,RETENTION_FAULT,0.2763
164,LOT_B001,W002,D0002,0.853,1.283,85,72.773,0.5569,2.2068,1.669,MARCH_B,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.2395
165,LOT_B001,W002,D0002,0.853,1.319,85,71.521,0.5369,2.1016,1.747,MARCH_C_MINUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.2026
166,LOT_B001,W002,D0002,0.853,1.356,85,73.43,0.533,2.1415,1.809,MARCH_SS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.1658
167,LOT_B001,W002,D0002,0.853,1.393,85,73.405,0.5118,2.1202,1.839,MATS_PLUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.1289
168,LOT_B001,W002,D0002,0.853,1.43,85,73.475,0.5086,2.0535,1.73,MARCH_Y,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0921
169,LOT_B001,W002,D0002,0.853,1.467,85,74.014,0.5154,2.1621,1.723,MARCH_B,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0553
170,LOT_B001,W002,D0002,0.853,1.504,85,76.715,0.4722,1.9738,1.668,MARCH_C_MINUS,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0184
171,LOT_B001,W002,D0002,0.853,1.54,85,72.75,0.4671,2.194,1.784,MARCH_SS,CACHE_L1,0x3CE1,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
172,LOT_B001,W002,D0002,0.853,1.577,85,71.329,0.4439,2.2242,1.724,MATS_PLUS,CACHE_L1,0x71C5,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
173,LOT_B001,W002,D0002,0.853,1.614,85,75.607,0.4464,2.3026,1.736,MARCH_Y,CACHE_L1,0x67CC,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
174,LOT_B001,W002,D0002,0.853,1.651,85,75.417,0.4325,2.2007,1.813,MARCH_B,CACHE_L2,0xFE3A,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
175,LOT_B001,W002,D0002,0.853,1.688,85,74.139,0.4171,2.1789,1.647,MARCH_C_MINUS,CACHE_L2,0xF884,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
176,LOT_B001,W002,D0002,0.853,1.725,85,74.575,0.4091,2.0983,1.804,MARCH_SS,CACHE_L2,0xBECD,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
177,LOT_B001,W002,D0002,0.853,1.761,85,74.209,0.4174,2.2056,1.629,MATS_PLUS,REGFILE_A,0x1B61,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
178,LOT_B001,W002,D0002,0.853,1.798,85,76.688,0.422,2.1288,1.79,MARCH_Y,REGFILE_A,0x7249,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
179,LOT_B001,W002,D0002,0.853,1.835,85,77.794,0.39,2.0586,1.788,MARCH_B,REGFILE_A,0x4115,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
180,LOT_B001,W002,D0002,0.853,1.872,85,76.573,0.3887,2.1385,1.777,MARCH_C_MINUS,SRAM_BANK_0,0xE395,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
181,LOT_B001,W002,D0002,0.872,1.241,85,71.39,0.5986,2.2136,1.762,MARCH_SS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.35
182,LOT_B001,W002,D0002,0.872,1.278,85,69.478,0.5773,2.3514,1.663,MATS_PLUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.3132
183,LOT_B001,W002,D0002,0.872,1.315,85,73.347,0.5472,2.3644,1.675,MARCH_Y,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2763
184,LOT_B001,W002,D0002,0.872,1.352,85,73.32,0.5385,2.2217,1.817,MARCH_B,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2395
185,LOT_B001,W002,D0002,0.872,1.388,85,73.566,0.521,2.233,1.678,MARCH_C_MINUS,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2026
186,LOT_B001,W002,D0002,0.872,1.425,85,74.959,0.4959,2.1981,1.817,MARCH_SS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.1658
187,LOT_B001,W002,D0002,0.872,1.462,85,74.263,0.5097,2.4617,1.64,MATS_PLUS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.1289
188,LOT_B001,W002,D0002,0.872,1.499,85,73.566,0.4685,2.2309,1.799,MARCH_Y,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.0921
189,LOT_B001,W002,D0002,0.872,1.536,85,74.869,0.4663,2.3915,1.662,MARCH_B,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.0553
190,LOT_B001,W002,D0002,0.872,1.573,85,72.163,0.461,2.2961,1.681,MARCH_C_MINUS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.0184
191,LOT_B001,W002,D0002,0.872,1.609,85,72.508,0.467,2.4175,1.699,MARCH_SS,CACHE_L2,0xEDEE,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
192,LOT_B001,W002,D0002,0.872,1.646,85,72.607,0.445,2.3234,1.795,MATS_PLUS,REGFILE_A,0x7587,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
193,LOT_B001,W002,D0002,0.872,1.683,85,76.687,0.4362,2.2346,1.721,MARCH_Y,REGFILE_A,0x785B,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
194,LOT_B001,W002,D0002,0.872,1.72,85,76.359,0.4364,2.1904,1.688,MARCH_B,REGFILE_A,0xFFA0,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
195,LOT_B001,W002,D0002,0.872,1.757,85,75.16,0.4206,2.3111,1.805,MARCH_C_MINUS,SRAM_BANK_0,0x0069,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
196,LOT_B001,W002,D0002,0.872,1.794,85,78.261,0.4107,2.2653,1.777,MARCH_SS,SRAM_BANK_0,0xD507,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
197,LOT_B001,W002,D0002,0.872,1.83,85,76.676,0.3986,2.3019,1.721,MATS_PLUS,SRAM_BANK_0,0x81CA,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
198,LOT_B001,W002,D0002,0.872,1.867,85,76.923,0.3951,2.2447,1.761,MARCH_Y,SRAM_BANK_1,0x5328,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
199,LOT_B001,W002,D0002,0.872,1.904,85,76.713,0.366,2.3125,1.763,MARCH_B,SRAM_BANK_1,0x0618,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
200,LOT_B001,W002,D0002,0.872,1.941,85,76.86,0.3752,2.3023,1.765,MARCH_C_MINUS,SRAM_BANK_1,0xC132,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
201,LOT_B001,W002,D0002,0.892,1.31,85,70.805,0.5616,2.3332,1.62,MARCH_SS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.35
202,LOT_B001,W002,D0002,0.892,1.347,85,71.012,0.5298,2.2648,1.81,MATS_PLUS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.3132
203,LOT_B001,W002,D0002,0.892,1.384,85,75.058,0.5176,2.4831,1.792,MARCH_Y,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.2763
204,LOT_B001,W002,D0002,0.892,1.421,85,78.313,0.5103,2.5798,1.607,MARCH_B,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.2395
205,LOT_B001,W002,D0002,0.892,1.457,85,76.304,0.4786,2.4777,1.764,MARCH_C_MINUS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.2026
206,LOT_B001,W002,D0002,0.892,1.494,85,72.33,0.4664,2.472,1.659,MARCH_SS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.1658
207,LOT_B001,W002,D0002,0.892,1.531,85,77.026,0.4549,2.2615,1.728,MATS_PLUS,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.1289
208,LOT_B001,W002,D0002,0.892,1.568,85,73.779,0.4578,2.3008,1.701,MARCH_Y,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.0921
209,LOT_B001,W002,D0002,0.892,1.605,85,77.847,0.4575,2.3938,1.678,MARCH_B,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.0553
210,LOT_B001,W002,D0002,0.892,1.642,85,76.995,0.4356,2.3737,1.75,MARCH_C_MINUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.0184
211,LOT_B001,W002,D0002,0.892,1.678,85,73.61,0.4234,2.407,1.711,MARCH_SS,SRAM_BANK_0,0x2A4F,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
212,LOT_B001,W002,D0002,0.892,1.715,85,72.871,0.4223,2.3516,1.662,MATS_PLUS,SRAM_BANK_0,0x36AA,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
213,LOT_B001,W002,D0002,0.892,1.752,85,74.364,0.3958,2.2414,1.733,MARCH_Y,SRAM_BANK_1,0x6930,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
214,LOT_B001,W002,D0002,0.892,1.789,85,77.176,0.4068,2.4548,1.651,MARCH_B,SRAM_BANK_1,0xC3BC,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
215,LOT_B001,W002,D0002,0.892,1.826,85,76.416,0.3898,2.3843,1.656,MARCH_C_MINUS,SRAM_BANK_1,0x29E4,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
216,LOT_B001,W002,D0002,0.892,1.863,85,76.908,0.391,2.3252,1.637,MARCH_SS,CACHE_L1,0xCAB4,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
217,LOT_B001,W002,D0002,0.892,1.899,85,80.445,0.3769,2.3778,1.664,MATS_PLUS,CACHE_L1,0x19AA,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
218,LOT_B001,W002,D0002,0.892,1.936,85,80.915,0.3704,2.461,1.65,MARCH_Y,CACHE_L1,0x1176,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
219,LOT_B001,W002,D0002,0.892,1.973,85,77.485,0.3606,2.3147,1.659,MARCH_B,CACHE_L2,0xE5EE,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
220,LOT_B001,W002,D0002,0.892,2.01,85,79.192,0.349,2.3699,1.754,MARCH_C_MINUS,CACHE_L2,0x8E87,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
221,LOT_B001,W002,D0002,0.911,1.379,85,74.363,0.5272,2.505,1.83,MARCH_SS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.35
222,LOT_B001,W002,D0002,0.911,1.416,85,75.356,0.5267,2.4099,1.751,MATS_PLUS,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.3132
223,LOT_B001,W002,D0002,0.911,1.453,85,75.596,0.4917,2.4682,1.627,MARCH_Y,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.2763
224,LOT_B001,W002,D0002,0.911,1.49,85,76.039,0.482,2.46,1.817,MARCH_B,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.2395
225,LOT_B001,W002,D0002,0.911,1.526,85,72.778,0.4627,2.3819,1.758,MARCH_C_MINUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.2026
226,LOT_B001,W002,D0002,0.911,1.563,85,77.034,0.4809,2.5591,1.749,MARCH_SS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.1658
227,LOT_B001,W002,D0002,0.911,1.6,85,72.344,0.4677,2.4924,1.642,MATS_PLUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.1289
228,LOT_B001,W002,D0002,0.911,1.637,85,77.77,0.4468,2.7405,1.838,MARCH_Y,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0921
229,LOT_B001,W002,D0002,0.911,1.674,85,76.295,0.4184,2.4771,1.699,MARCH_B,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0553
230,LOT_B001,W002,D0002,0.911,1.711,85,78.892,0.4242,2.5035,1.806,MARCH_C_MINUS,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0184
231,LOT_B001,W002,D0002,0.911,1.747,85,78.125,0.4104,2.3942,1.649,MARCH_SS,CACHE_L1,NA,MBIST_RUN,PASS,NA,-0.0184
232,LOT_B001,W002,D0002,0.911,1.784,85,74.949,0.4026,2.5203,1.731,MATS_PLUS,CACHE_L1,0x69ED,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
233,LOT_B001,W002,D0002,0.911,1.821,85,78.796,0.3892,2.3361,1.753,MARCH_Y,CACHE_L1,0xA691,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
234,LOT_B001,W002,D0002,0.911,1.858,85,78.109,0.3869,2.4964,1.631,MARCH_B,CACHE_L2,0xAC6B,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
235,LOT_B001,W002,D0002,0.911,1.895,85,78.087,0.3666,2.441,1.742,MARCH_C_MINUS,CACHE_L2,0x1929,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
236,LOT_B001,W002,D0002,0.911,1.932,85,78.008,0.3807,2.5273,1.628,MARCH_SS,CACHE_L2,0x588C,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
237,LOT_B001,W002,D0002,0.911,1.968,85,80.328,0.3696,2.4664,1.653,MATS_PLUS,REGFILE_A,0x4009,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
238,LOT_B001,W002,D0002,0.911,2.005,85,78.119,0.3482,2.5032,1.739,MARCH_Y,REGFILE_A,0xF35A,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
239,LOT_B001,W002,D0002,0.911,2.042,85,78.03,0.3615,2.4655,1.767,MARCH_B,REGFILE_A,0x0091,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
240,LOT_B001,W002,D0002,0.911,2.079,85,78.551,0.3506,2.3977,1.659,MARCH_C_MINUS,SRAM_BANK_0,0xCC6B,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
241,LOT_B001,W002,D0002,0.93,1.448,85,74.303,0.5018,2.7089,1.737,MARCH_SS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.35
242,LOT_B001,W002,D0002,0.93,1.485,85,74.292,0.4712,2.6038,1.847,MATS_PLUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.3132
243,LOT_B001,W002,D0002,0.93,1.522,85,76.045,0.4654,2.496,1.779,MARCH_Y,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2763
244,LOT_B001,W002,D0002,0.93,1.559,85,76.572,0.4783,2.5806,1.621,MARCH_B,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2395
245,LOT_B001,W002,D0002,0.93,1.595,85,74.362,0.4442,2.564,1.73,MARCH_C_MINUS,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2026
246,LOT_B001,W002,D0002,0.93,1.632,85,76.658,0.4256,2.6374,1.733,MARCH_SS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.1658
247,LOT_B001,W002,D0002,0.93,1.669,85,74.844,0.419,2.6665,1.783,MATS_PLUS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.1289
248,LOT_B001,W002,D0002,0.93,1.706,85,75.84,0.4215,2.6556,1.644,MARCH_Y,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.0921
249,LOT_B001,W002,D0002,0.93,1.743,85,75.706,0.4194,2.5377,1.713,MARCH_B,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.0553
250,LOT_B001,W002,D0002,0.93,1.78,85,76.383,0.417,2.6982,1.832,MARCH_C_MINUS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.0184
251,LOT_B001,W002,D0002,0.93,1.816,85,76.981,0.3823,2.6167,1.811,MARCH_SS,CACHE_L2,0x8094,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
252,LOT_B001,W002,D0002,0.93,1.853,85,77.721,0.3845,2.6449,1.752,MATS_PLUS,REGFILE_A,0x29CB,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
253,LOT_B001,W002,D0002,0.93,1.89,85,79.433,0.3905,2.548,1.622,MARCH_Y,REGFILE_A,0x77DA,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
254,LOT_B001,W002,D0002,0.93,1.927,85,78.756,0.3575,2.5668,1.836,MARCH_B,REGFILE_A,0xFDD1,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
255,LOT_B001,W002,D0002,0.93,1.964,85,80.215,0.367,2.631,1.813,MARCH_C_MINUS,SRAM_BANK_0,0xF1E9,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
256,LOT_B001,W002,D0002,0.93,2.001,85,75.482,0.3602,2.7862,1.769,MARCH_SS,SRAM_BANK_0,0xAFE9,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
257,LOT_B001,W002,D0002,0.93,2.037,85,79.951,0.3566,2.5574,1.62,MATS_PLUS,SRAM_BANK_0,0xB594,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
258,LOT_B001,W002,D0002,0.93,2.074,85,80.913,0.3483,2.5531,1.678,MARCH_Y,SRAM_BANK_1,0x205E,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
259,LOT_B001,W002,D0002,0.93,2.111,85,83.837,0.338,2.5589,1.726,MARCH_B,SRAM_BANK_1,0xC7A8,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
260,LOT_B001,W002,D0002,0.93,2.148,85,81.199,0.3452,2.6061,1.727,MARCH_C_MINUS,SRAM_BANK_1,0x7C4E,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
261,LOT_B001,W002,D0002,0.949,1.517,85,75.95,0.4799,2.7322,1.678,MARCH_SS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.35
262,LOT_B001,W002,D0002,0.949,1.554,85,71.827,0.4663,2.7605,1.654,MATS_PLUS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.3132
263,LOT_B001,W002,D0002,0.949,1.591,85,78.751,0.4648,2.7207,1.615,MARCH_Y,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.2763
264,LOT_B001,W002,D0002,0.949,1.628,85,75.904,0.4383,2.7084,1.625,MARCH_B,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.2395
265,LOT_B001,W002,D0002,0.949,1.664,85,76.462,0.4343,2.7506,1.803,MARCH_C_MINUS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.2026
266,LOT_B001,W002,D0002,0.949,1.701,85,75.037,0.4324,2.7778,1.707,MARCH_SS,CACHE_L2,0x7E73,MBIST_RUN,FAIL,COUPLING_FAULT,0.1658
267,LOT_B001,W002,D0002,0.949,1.738,85,80.205,0.4037,2.7682,1.72,MATS_PLUS,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.1289
268,LOT_B001,W002,D0002,0.949,1.775,85,77.319,0.394,2.7192,1.798,MARCH_Y,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.0921
269,LOT_B001,W002,D0002,0.949,1.812,85,76.733,0.4032,2.6152,1.809,MARCH_B,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.0553
270,LOT_B001,W002,D0002,0.949,1.849,85,76.726,0.3946,2.6268,1.762,MARCH_C_MINUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.0184
271,LOT_B001,W002,D0002,0.949,1.885,85,76.198,0.3818,2.7066,1.763,MARCH_SS,SRAM_BANK_0,0x1CE2,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
272,LOT_B001,W002,D0002,0.949,1.922,85,77.049,0.3584,2.8555,1.823,MATS_PLUS,SRAM_BANK_0,0xD068,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
273,LOT_B001,W002,D0002,0.949,1.959,85,79.839,0.3602,2.722,1.833,MARCH_Y,SRAM_BANK_1,0x6FFF,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
274,LOT_B001,W002,D0002,0.949,1.996,85,79.564,0.3699,2.8506,1.824,MARCH_B,SRAM_BANK_1,0xC8C7,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
275,LOT_B001,W002,D0002,0.949,2.033,85,80.541,0.3516,2.8187,1.626,MARCH_C_MINUS,SRAM_BANK_1,0x9BAB,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
276,LOT_B001,W002,D0002,0.949,2.07,85,83.306,0.3493,2.7086,1.618,MARCH_SS,CACHE_L1,0x8A97,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
277,LOT_B001,W002,D0002,0.949,2.106,85,80.596,0.3364,2.6763,1.848,MATS_PLUS,CACHE_L1,0x11B3,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
278,LOT_B001,W002,D0002,0.949,2.143,85,81.896,0.3475,2.7017,1.625,MARCH_Y,CACHE_L1,0x995D,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
279,LOT_B001,W002,D0002,0.949,2.18,85,79.973,0.3288,2.8137,1.796,MARCH_B,CACHE_L2,0xE167,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
280,LOT_B001,W002,D0002,0.949,2.217,85,79.332,0.3398,2.712,1.754,MARCH_C_MINUS,CACHE_L2,0x664D,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
281,LOT_B001,W002,D0002,0.968,1.586,85,78.34,0.4534,2.8075,1.719,MARCH_SS,CACHE_L2,0x830C,MBIST_RUN,FAIL,COUPLING_FAULT,0.35
282,LOT_B001,W002,D0002,0.968,1.623,85,79.484,0.4487,2.913,1.632,MATS_PLUS,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.3132
283,LOT_B001,W002,D0002,0.968,1.66,85,78.321,0.4317,2.8224,1.708,MARCH_Y,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.2763
284,LOT_B001,W002,D0002,0.968,1.697,85,78.65,0.4259,2.8312,1.649,MARCH_B,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.2395
285,LOT_B001,W002,D0002,0.968,1.733,85,78.536,0.4235,2.9388,1.815,MARCH_C_MINUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.2026
286,LOT_B001,W002,D0002,0.968,1.77,85,79.626,0.3986,2.967,1.782,MARCH_SS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.1658
287,LOT_B001,W002,D0002,0.968,1.807,85,79.659,0.4102,2.8844,1.846,MATS_PLUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.1289
288,LOT_B001,W002,D0002,0.968,1.844,85,78.818,0.3896,2.935,1.653,MARCH_Y,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0921
289,LOT_B001,W002,D0002,0.968,1.881,85,81.112,0.383,2.8946,1.748,MARCH_B,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0553
290,LOT_B001,W002,D0002,0.968,1.918,85,76.7,0.3763,3.0149,1.818,MARCH_C_MINUS,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0184
291,LOT_B001,W002,D0002,0.968,1.954,85,81.778,0.3751,2.8589,1.602,MARCH_SS,CACHE_L1,0x5880,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
292,LOT_B001,W002,D0002,0.968,1.991,85,80.947,0.365,2.8015,1.82,MATS_PLUS,CACHE_L1,0xDF61,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
293,LOT_B001,W002,D0002,0.968,2.028,85,80.824,0.341,2.9275,1.647,MARCH_Y,CACHE_L1,0x7BA8,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
294,LOT_B001,W002,D0002,0.968,2.065,85,81.758,0.3265,2.9657,1.81,MARCH_B,CACHE_L2,0x8C0B,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
295,LOT_B001,W002,D0002,0.968,2.102,85,79.845,0.349,2.8603,1.682,MARCH_C_MINUS,CACHE_L2,0x86F2,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
296,LOT_B001,W002,D0002,0.968,2.139,85,81.158,0.3489,2.7842,1.696,MARCH_SS,CACHE_L2,0x9483,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
297,LOT_B001,W002,D0002,0.968,2.175,85,82.496,0.3343,2.734,1.703,MATS_PLUS,REGFILE_A,0x07E7,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
298,LOT_B001,W002,D0002,0.968,2.212,85,81.316,0.3213,2.7544,1.819,MARCH_Y,REGFILE_A,0x8CDC,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
